puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network
2017,2015,True,NM,93091,New Mexico Health Connections,124092,22022,166,130,,,,,,,124092.0,22022.0,0.17746510653386197,,0.007537916628825719,0.7831325301204819,,,
2017,2015,True,NV,16698,Prominence HealthFirst,,2498,117,54,,,,,,,,2498.0,,,0.04683746997598078,0.46153846153846156,,,
2017,2015,True,NV,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",2498,741,,,,,,,,,2498.0,741.0,0.2966373098478783,,,,,,
2017,2015,True,NV,60156,"HMO Colorado, Inc., dba HMO Nevada",345050,79572,21,17,,,,,,,345050.0,79572.0,0.23061005651354877,,0.0002639119288191826,0.8095238095238095,,,
2017,2015,True,NV,95865,"Health Plan of Nevada, Inc.",556498,2688,233,146,,,,,,,556498.0,2688.0,0.004830206038476329,,0.08668154761904762,0.6266094420600858,,,
2017,2015,True,OH,23340,Consumers Life Insurance Company,,,,,,,,,,,,,,,,,,,
2017,2015,True,OH,26734,"Premier Health Plan, Inc.",61260,11150,32,13,,,,,,,61260.0,11150.0,0.18201110022853412,,0.0028699551569506725,0.40625,,,
2017,2015,True,OH,28162,AultCare Insurance Company,141258,681,17,11,,,,,,,141258.0,681.0,0.004820965892197256,,0.024963289280469897,0.6470588235294118,,,
2017,2015,True,OH,29276,Community Insurance Company(Anthem BCBS),1251476,289523,145,22,,,,,,,1251476.0,289523.0,0.2313452275553027,,0.0005008237687506692,0.15172413793103448,,,
2017,2015,True,OH,41047,Buckeye Community Health Plan,95857,16238,21,12,,,,,,,95857.0,16238.0,0.16939816601813118,,0.0012932627170833847,0.5714285714285714,,,
2017,2015,True,OH,52664,"Summa Insurance Company, Inc.",85930,24063,85,52,4,0,,,,,85930.0,24063.0,0.2800302571860817,,0.003532394132069983,0.611764705882353,0.0,,
2017,2015,True,OH,64353,MOLINA HEALTHCARE OF OHIO,17637,3966,14,,,,,,,,17637.0,3966.0,0.22486817485967,,0.0035300050428643467,,,,
2017,2015,True,OH,66083,"Humana Health Plan of Ohio, Inc.",133600,33372,75,44,10,,,,,,133600.0,33372.0,0.24979041916167666,,0.0022473930240920533,0.5866666666666667,,,
2017,2015,True,OH,74313,Paramount Insurance Company,111754,18885,15,,,,,,,,111754.0,18885.0,0.16898723983034164,,0.0007942811755361397,,,,
2017,2015,True,OH,77552,CareSource,586705,161040,1264,914,,,,,,,586705.0,161040.0,0.2744820650923377,,0.007848981619473424,0.7231012658227848,,,
2017,2015,True,OH,99969,Medical Health Insuring Corp. of Ohio,1353047,262411,404,206,13,,,,,,1353047.0,262411.0,0.1939407869793141,,0.0015395696064570464,0.5099009900990099,,,
2017,2015,True,OK,87571,Blue Cross Blue Shield of Oklahoma,3105473,465603,677,64,10,,,,,,3105473.0,465603.0,0.14992981745453912,,0.0014540284319473887,0.09453471196454949,,,
2017,2015,True,OR,10091,PacificSource Health Plans,93564,7719,74,23,,,,,,,93564.0,7719.0,0.0824996793638579,,0.009586734032905816,0.3108108108108108,,,
2017,2015,True,OR,32536,ATRIO Health Plans,10915,2017,17,,,,,,,,10915.0,2017.0,0.1847915712322492,,0.00842835894893406,,,,
2017,2015,True,OR,39424,"Moda Health Plan, Inc.",965575,90404,250,55,23,,,,,,965575.0,90404.0,0.09362711337803899,,0.0027653643644086545,0.22,,,
2017,2015,True,OR,56707,Providence Health Plan,129564,9556,49,16,,,,,,,129564.0,9556.0,0.07375505541662808,,0.005127668480535789,0.32653061224489793,,,
2017,2015,True,OR,63474,BridgeSpan Health Company,7177,1201,178,135,,,,,,,7177.0,1201.0,0.16734011425386652,,0.1482098251457119,0.7584269662921348,,,
2017,2015,True,OR,71287,Kaiser Foundation Healthplan of the NW,8819,2666,52,23,,,,,,,8819.0,2666.0,0.30230184828211815,,0.019504876219054765,0.4423076923076923,,,
2017,2015,True,PA,16322,"UPMC Health Options, Inc.",1364008,57049,655,241,26,,,,,,1364008.0,57049.0,0.04182453475346186,,0.011481358130729723,0.36793893129770994,,,
2017,2015,True,PA,22444,Geisinger Health Plan,546673,188587,10,,,,,,,,546673.0,188587.0,0.3449722228827837,,5.3025924374426654e-05,,,,
2017,2015,True,PA,31609,Independence Blue Cross (QCC Ins. Co.),4210755,1197378,188,101,,,,,,,4210755.0,1197378.0,0.2843618305980756,,0.00015700973293312554,0.5372340425531915,,,
2017,2015,True,PA,33709,Highmark Inc.,7328862,2141374,196,39,,,,,,,7328862.0,2141374.0,0.2921836978237549,,9.15300176428779e-05,0.1989795918367347,,,
2017,2015,True,PA,33871,"Keystone Health Plan East, Inc",6718476,1964186,440,273,,,,,,,6718476.0,1964186.0,0.29235588547164565,,0.00022401137163181084,0.6204545454545455,,,
2017,2015,True,PA,45127,Capital Advantage Assurance Company,47073,11089,,,,,,,,,47073.0,11089.0,0.2355702844518089,,,,,,
2017,2015,True,PA,70194,Highmark Health Insurance Company,752674,190463,30,12,,,,,,,752674.0,190463.0,0.2530484645410895,,0.0001575109076303534,0.4,,,
2017,2015,True,SC,26065,Blue Cross and Blue Shield of South Carolina,1810378,268339,330,157,17,,,,,,1810378.0,268339.0,0.14822263637759628,,0.001229787693924476,0.47575757575757577,,,
2017,2015,True,SD,31195,Sanford Health Plan,48187,1850,,,14,11,,,,,48187.0,1850.0,0.038392097453670074,,,,0.7857142857142857,,
2017,2015,True,SD,60536,"Avera Health Plans, Inc.",115285,14636,74,44,,,,,,,115285.0,14636.0,0.12695493776293534,,0.005056026236676688,0.5945945945945946,,,
2017,2015,True,TN,14002,BlueCross BlueShield of Tennessee,,1103571,797,298,,,,,,,,1103571.0,,,0.0007222009277155706,0.3739021329987453,,,
2017,2015,True,TN,82120,Humana Insurance Company,223923,57449,102,56,21,,,,,,223923.0,57449.0,0.25655694144862295,,0.001775487823983011,0.5490196078431373,,,
2017,2015,True,TN,99248,Cigna Health and Life Insurance Company,53152,8356,63,,,,,,,,53152.0,8356.0,0.15720951234196268,,0.007539492580181905,,,,
2017,2015,True,TX,20069,Oscar Insurance Company of Texas,,,,,,,,,,,,,,,,,,,
2017,2015,True,TX,26539,"SHA, LLC DBA FirstCare Health Plans",279593,42135,,,,,,,,,279593.0,42135.0,0.15070119781253466,,,,,,
2017,2015,True,TX,27248,"Community Health Choice, Inc.",225130,33379,213,141,,,,,,,225130.0,33379.0,0.14826544663083552,,0.006381257676982534,0.6619718309859155,,,
2017,2015,True,TX,29418,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,
2017,2015,True,TX,32673,"Humana Health Plan of Texas, Inc.",659078,180987,603,253,264,49,,,,,659078.0,180987.0,0.2746063440139103,,0.003331731008304464,0.41956882255389716,0.1856060606060606,,
2017,2015,True,TX,33602,Blue Cross Blue Shield of Texas,14047370,2310127,5315,296,58,,,,,,14047370.0,2310127.0,0.16445263419415876,,0.002300739310003303,0.05569143932267168,,,
2017,2015,True,TX,37392,"Prominence HealthFirst of Texas, Inc.",,,,,,,,,,,,,,,,,,,
2017,2015,True,TX,45786,Molina Healthcare of Texas,65756,10609,45,31,,,,,,,65756.0,10609.0,0.16133888922683862,,0.004241681591101895,0.6888888888888889,,,
2017,2015,True,TX,66252,CHRISTUS Health Plan,,,,,,,,,,,,,,,,,,,
2017,2015,True,TX,71837,"Sendero Health Plans, inc.",61997,13800,33,25,,,,,,,61997.0,13800.0,0.22259141571366356,,0.002391304347826087,0.7575757575757576,,,
2017,2015,True,UT,18167,Molina Healthcare of Utah,43496,5272,477,418,,,,,,,43496.0,5272.0,0.12120654772852676,,0.09047799696509863,0.8763102725366876,,,
2017,2015,True,UT,42261,University of Utah Health Insurance Plans,,,,,,,,,,,,,,,,,,,
2017,2015,True,UT,68781,SelectHealth,2882963,196754,733,269,16,,,,,,2882963.0,196754.0,0.06824714711912709,,0.003725464285351251,0.3669849931787176,,,
2017,2015,True,VA,10207,"CareFirst BlueChoice, Inc.",685831,87833,,,,,,,,,685831.0,87833.0,0.12806799342695213,,,,,,
2017,2015,True,VA,12028,Innovation Health Insurance Company,1310245,170145,667,270,,,,,,,1310245.0,170145.0,0.12985739308297303,,0.003920185723941344,0.4047976011994003,,,
2017,2015,True,VA,15668,"Piedmont Community HealthCare, Inc.",84356,11008,59,46,,,,,,,84356.0,11008.0,0.130494570629238,,0.005359738372093023,0.7796610169491526,,,
2017,2015,True,VA,20507,Optima Health Plan,1353411,245489,16,,,,,,,,1353411.0,245489.0,0.18138540325148828,,6.517603640081634e-05,,,,
2017,2015,True,VA,37204,"Piedmont Community HealthCare HMO, Inc.",,,,,,,,,,,,,,,,,,,
2017,2015,True,VA,38599,UnitedHealthcare of the Mid-Atlantic Inc,,,,,,,,,,,,,,,,,,,
2017,2015,True,VA,40308,Group Hospitalization and Medical Services Inc.,344053,43619,,,,,,,,,344053.0,43619.0,0.12677988565715165,,,,,,
2017,2015,True,VA,88380,"HealthKeepers, Inc.",6973000,1472339,365,142,,,,,,,6973000.0,1472339.0,0.21114857306754625,,0.00024790486430095244,0.38904109589041097,,,
2017,2015,True,VA,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",16289,15060,182,107,,,,,,,16289.0,15060.0,0.9245503100251704,,0.012084993359893758,0.5879120879120879,,,
2017,2015,True,WI,37833,Unity Health Plans Insurance Corporation,583108,93284,65,12,,,,,,,583108.0,93284.0,0.15997722548824575,,0.000696796878349985,0.18461538461538463,,,
2017,2015,True,WI,38166,"Security Health Plan of Wisconsin, Inc.",622123,220241,115,49,,,,,,,622123.0,220241.0,0.35401520278144355,,0.0005221552753574494,0.4260869565217391,,,
2017,2015,True,WI,38345,Dean Health Plan,899023,163035,105,61,,,,,,,899023.0,163035.0,0.1813468620936283,,0.0006440334897414666,0.580952380952381,,,
2017,2015,True,WI,47342,Health Tradition Health Plan,590153,48166,90,47,,,,,,,590153.0,48166.0,0.08161612327650626,,0.0018685379728439148,0.5222222222222223,,,
2017,2015,True,WI,52697,"Molina Healthcare of Wisconsin, Inc.",219314,21114,246,117,,,,,,,219314.0,21114.0,0.09627292375315757,,0.011651037226484797,0.47560975609756095,,,
2017,2015,True,WI,57845,Medica Health Plans of Wisconsin,138036,24860,,,,,,,,,138036.0,24860.0,0.18009794546350227,,,,,,
2017,2015,True,WI,58326,"MercyCare HMO, Inc.",43527,4621,,,,,,,,,43527.0,4621.0,0.10616399016702277,,,,,,
2017,2015,True,WI,79475,Compcare Health Serv Ins Co(Anthem BCBS),608306,140607,133,95,,,,,,,608306.0,140607.0,0.23114518022179625,,0.0009458988528309401,0.7142857142857143,,,
2017,2015,True,WI,81413,Network Health Plan,,,,,,,,,,,,,,,,,,,
2017,2015,True,WI,87416,Common Ground Healthcare Cooperative,1410830,299109,179,45,,,,,,,1410830.0,299109.0,0.21200924278616134,,0.0005984440454817474,0.25139664804469275,,,
2017,2015,True,WI,91058,"Gundersen Health Plan, Inc.",45910,8121,81,29,,,,,,,45910.0,8121.0,0.17688956654323676,,0.009974141115626155,0.35802469135802467,,,
2017,2015,True,WI,94529,Group Health Cooperative- SCW,59281,5325,,,,,,,,,59281.0,5325.0,0.08982641993218737,,,,,,
2017,2015,True,WV,31274,Highmark Blue Cross Blue Shield West Virginia,1853646,440837,46,11,,,,,,,1853646.0,440837.0,0.23782156895113737,,0.00010434695817274866,0.2391304347826087,,,
2017,2015,True,WV,50328,CareSource West Virginia Co.,,,,,,,,,,,,,,,,,,,
2017,2015,True,WY,11269,Blue Cross Blue Shield of Wyoming,418569,76674,323,194,,,,,,,418569.0,76674.0,0.18318126760462433,,0.004212640530036257,0.6006191950464397,,,
2018,2016,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,90931,3097,150,63,,,,,,,90931.0,3097.0,0.03405879183116869,,0.048433968356474004,0.42,,,
2018,2016,True,AL,46944,Blue Cross and Blue Shield of Alabama,5831820,1334125,238,98,,,,,,,5831820.0,1334125.0,0.22876649142120298,,0.0001783940785158812,0.4117647058823529,,,
2018,2016,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",308215,20418,,,,,,,,,308215.0,20418.0,0.06624596466752104,,,,,,
2018,2016,True,AR,62141,Celtic Insurance Company,1554130,208164,72,12,12,,,,,,1554130.0,208164.0,0.1339424629857219,,0.00034588113218423933,0.16666666666666666,,,
2018,2016,True,AR,70525,"QCA Health Plan, Inc.",365540,23881,100,,24,,,,,,365540.0,23881.0,0.0653307435574766,,0.004187429337129936,,,,
2018,2016,True,AR,75293,USAble Mutual Insurance Company,7941737,1232783,2088,878,71,15,,,,,7941737.0,1232783.0,0.155228383916516,,0.0016937287422036157,0.42049808429118773,0.2112676056338028,,
2018,2016,True,AZ,53901,Blue Cross and Blue Shield of Arizona,1407074,152700,600,212,41,,,,,,1407074.0,152700.0,0.10852307696681197,,0.003929273084479371,0.35333333333333333,,,
2018,2016,True,AZ,91450,Health Net of Arizona,153933,18127,480,292,,,,,,,153933.0,18127.0,0.11775902503037036,,0.026479836707673635,0.6083333333333333,,,
2018,2016,True,DE,76168,Highmark BCBSD Inc.,575561,48823,74,35,,,,,,,575561.0,48823.0,0.08482680376189491,,0.0015156790856768326,0.47297297297297297,,,
2018,2016,True,FL,16842,Blue Cross and Blue Shield of Florida,12859998,637343,3383,926,236,87,,,,,12859998.0,637343.0,0.049560116572335396,,0.005307973885333329,0.273721548921076,0.3686440677966102,,
2018,2016,True,FL,21663,Celtic Insurance Company,1701800,344160,454,142,,,,,,,1701800.0,344160.0,0.20223292983899402,,0.0013191538819153881,0.31277533039647576,,,
2018,2016,True,FL,30252,Health Options,5425148,349058,833,323,71,25,,,,,5425148.0,349058.0,0.06434073319290091,,0.0023864228867408856,0.3877551020408163,0.352112676056338,,
