puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,plan_id,plan_number_claims_received,plan_number_claims_denied,plan_number_claims_denied_referral_required,plan_number_claims_denied_out_of_network,plan_number_claims_denied_services_excluded,plan_number_claims_denied_not_medically_necessary_excl_behavioral_health,plan_number_claims_denied_not_medically_necessary_incl_behavioral_health,plan_number_claims_denied_other,enrollment_data,disenrollment_data,plan_type,metal_level,plan_number_claims_denied_not_medically_necessary_behavioral_health_only,average_monthly_enrollment,average_monthly_disenrollment,plan_number_claims_received_out_of_network,plan_number_claims_received_in_network,plan_number_claims_denied_in_network,plan_number_claims_resubmitted_out_of_network,plan_number_claims_resubmitted_in_network,plan_number_claims_denied_due_to_out_of_network,plan_number_claims_denied_not_medically_necessary_excluding_behavioral_health,plan_number_claims_denied_due_to_enrolle_benefit_limit_reached,plan_number_claims_denied_due_to_member_not_covered,plan_number_claims_denied_due_to_investigational_experimental_cosmetic_proceduce,plan_number_claims_denied_due_to_administrative_reason,IssuerMarketPlaceMarketingName,MarketCoverage,DentalOnlyPlan,PlanMarketingName,PlanType,MetalLevel,IsNewPlan,NetworkId,ServiceAreaId,NationalNetwork,IsHSAEligible,MEHBDedInnTier1Individual,MEHBInnTier1IndividualMOOP,_merge
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770001,,,,,,,,,,,EPO,Bronze,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,Core Bronze HSA 8300,EPO,Expanded Bronze,New,ORN004,ORS002,Yes,Yes,,,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770002,,,,,,,,,,,EPO,Bronze,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,Core Bronze HSA 7500,EPO,Expanded Bronze,New,ORN004,ORS002,Yes,Yes,,,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770003,,,,,,,,,,,EPO,Bronze,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,PacificSource Oregon Standard Bronze HSA Plan Core,EPO,Expanded Bronze,New,ORN004,ORS002,Yes,Yes,,,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770004,,,,,,,,,,,EPO,Silver,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,Core Silver 4500,EPO,Silver,New,ORN004,ORS002,Yes,No,,,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770005,,,,,,,,,,,EPO,Silver,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,Core Silver 7500,EPO,Silver,New,ORN004,ORS002,Yes,No,,,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770006,,,,,,,,,,,EPO,Silver,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,PacificSource Oregon Standard Silver Plan Core,EPO,Silver,New,ORN004,ORS002,Yes,No,"$6,100 ",,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0770007,,,,,,,,,,,EPO,Gold,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,PacificSource Oregon Standard Gold Plan Core,EPO,Gold,New,ORN004,ORS002,Yes,No,"$1,800 ",,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0780001,,,,,,,,,,,EPO,Gold,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,Core Gold 1500,EPO,Gold,New,ORN004,ORS002,Yes,No,"$1,500 ",,both
2026,2024,True,OR,10091,PacificSource Health Plans,10091OR0780002,,,,,,,,,,,EPO,Gold,,,,,,,,,,,,,,,PacificSource Health Plans,Individual,No,Core Gold 3000,EPO,Gold,New,ORN004,ORS002,Yes,No,"$3,000 ",,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0070004,,,1030,556,3963,,,855.0,,,PPO,Bronze,39,245,21,1722,72725,11665,30,9255,,22,995,2393,178,8256,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Bronze Core,PPO,Expanded Bronze,Existing,WYN001,WYS001,Yes,Yes,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0070013,,,2030,1400,6646,,,1823.0,,,PPO,Gold,0,186,18,2466,104030,20334,108,14915,42,21,1838,4473,177,14394,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Gold HealthPlus,PPO,Gold,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0070014,,,615,352,1216,,,280.0,,,PPO,Silver,37,29,,861,20613,4277,14,2508,,,366,1366,89,2343,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Silver Classic,PPO,Silver,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0070016,,,663,181,1840,,,407.0,,,PPO,Silver,84,49,,344,32158,6164,43,4503,,14,438,1197,91,4380,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Silver HealthPlus,PPO,Silver,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0070025,,,3075,1562,10329,,,2398.0,,,PPO,Gold,88,454,37,3944,186168,29288,228,24863,59,132,2803,4939,472,23457,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Gold Core,PPO,Gold,Existing,WYN001,WYS001,Yes,Yes,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0070026,,,575,339,1833,,,283.0,,,PPO,Bronze,,108,13,900,26841,4886,24,3468,,,462,1036,82,3218,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Bronze Basic,PPO,Bronze,Existing,WYN001,WYS001,Yes,Yes,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0170016,,,566,166,2224,,,665.0,,,PPO,Silver,39,49,,413,41483,7070,25,4798,,,775,1183,100,4707,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Silver Classic without Kid's Dental,PPO,Silver,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0170017,,,2526,775,7267,,,1694.0,,,PPO,Gold,144,233,26,1751,113676,20946,118,17993,26,62,1993,2971,177,15945,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Gold Standard without Kid's Dental,PPO,Gold,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0170018,,,3296,1557,12771,,,2658.0,,,PPO,Silver,217,315,30,3405,192119,33150,322,27374,38,149,3498,3151,375,23201,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Silver Standard without Kid's Dental,PPO,Silver,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0170020,,,454,392,1597,,,256.0,,,PPO,Bronze,414,63,,2839,21113,4343,31,3166,32,14,395,637,23,3043,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Expanded Bronze Standard without Kid's Dental,PPO,Expanded Bronze,Existing,WYN001,WYS001,Yes,Yes,,,both
2026,2024,True,WY,11269,Blue Cross Blue Shield of Wyoming,11269WY0170021,,,,,,,,,,,PPO,Silver,,,,,,,,,,,,,,,Blue Cross Blue Shield of Wyoming,Individual,No,BlueSelect Silver HealthPlus without Kid's Dental,PPO,Silver,Existing,WYN001,WYS001,Yes,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060002,,,34367,19192,89861,,,176984.0,,,PPO,Silver,537,3033,371,72150,2279607,475717,2020,242221,11186,620,15391,75075,475,90413,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | Nationwide Doctors,PPO,Silver,Existing,NCN001,NCS079,Yes,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060004,,,7975,2366,24068,,,43719.0,,,PPO,Bronze,21,1762,184,9595,630185,126255,139,62516,2735,168,4415,19074,122,26324,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Bronze Basic | 3 Free PCP | $25 Tier 1 Rx | Integrated | Nationwide Doctors,PPO,Expanded Bronze,Existing,NCN001,NCS079,Yes,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060018,,,1923,2387,6349,,,22145.0,,,PPO,Gold,21,1221,115,11331,569709,74636,133,19120,0,158,6168,10848,122,29289,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Gold Premier A | 3 Free PCP | $10 Tier 1 Rx | Nationwide Doctors,PPO,Gold,Existing,NCN001,NCS079,Yes,No,"$1,800 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060028,,,7984,1815,19777,,,47012.0,,,PPO,Silver,42,667,67,7579,571491,130732,156,66278,2132,121,3499,33018,99,18863,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Silver Choice A | 3 Free PCP | $15 Tier 1 Rx | Nationwide Doctors,PPO,Silver,Existing,NCN001,NCS079,Yes,No,"$3,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060031,,,8748,2124,23207,,,47029.0,,,PPO,Bronze,32,1439,149,8721,632186,131136,320,65566,2847,170,4680,20751,128,25668,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Bronze Complete | $60 PCP | $20 Tier 1 Rx | Nationwide Doctors,PPO,Expanded Bronze,Existing,NCN001,NCS079,Yes,Yes,"$4,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060050,,,10119,1772,20880,,,40664.0,,,PPO,Gold,32,778,85,7598,566708,108777,211,54722,2953,157,3833,9188,128,22595,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Gold Standard A | Nationwide Doctors,PPO,Gold,Existing,NCN001,NCS079,Yes,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060051,,,14811,8590,35025,,,70110.0,,,PPO,Silver,499,1044,117,31314,841586,173283,445,93594,4609,291,5326,17650,210,33342,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Silver Standard | Nationwide Doctors,PPO,Silver,Existing,NCN001,NCS079,Yes,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060052,,,7671,1418,22245,,,38050.0,,,PPO,Bronze,30,1324,145,6497,564386,110531,130,56779,2586,143,4078,14820,114,22212,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Bronze Standard | Nationwide Doctors,PPO,Expanded Bronze,Existing,NCN001,NCS079,Yes,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0060059,,,,,,,,,,,PPO,Bronze,,,,,,,,,,,,,,,Blue Cross and Blue Shield of NC,Individual,No,Blue Advantage Bronze HSA Eligible | Integrated | Nationwide Doctors,PPO,Expanded Bronze,Existing,NCN001,NCS079,Yes,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100009,,,50,74,216,,,1100.0,,,POS,Gold,,45,,1209,21885,3258,27,738,0,14,250,594,,1106,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Gold Premier A | 3 Free PCP | $10 Tier 1 Rx | Limited Statewide Doctors,POS,Gold,Existing,NCN002,NCS040,No,No,"$1,800 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100011,,,20,44,174,,,531.0,,,POS,Silver,0,26,,910,12659,2418,19,805,0,,145,1228,,359,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Silver Choice A | 3 Free PCP | $15 Tier 1 Rx | Limited Statewide Doctors,POS,Silver,Existing,NCN002,NCS040,No,No,"$3,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100012,,,66,92,248,,,949.0,,,POS,Bronze,0,69,,1602,21109,3062,61,821,0,,204,816,,859,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze Complete | $60 PCP | $20 Tier 1 Rx | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS040,No,Yes,"$4,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100034,,,541,1178,2480,,,8819.0,,,POS,Gold,,485,52,6237,219944,31710,169,7681,,98,2328,5262,41,13313,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Gold Premier A | 3 Free PCP | $10 Tier 1 Rx | Limited Statewide Doctors,POS,Gold,Existing,NCN002,NCS055,No,No,"$1,800 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100044,,,640,1105,1773,,,6537.0,,,POS,Silver,,311,38,4426,166923,33215,90,8228,0,43,1710,11285,40,12291,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Silver Choice A | 3 Free PCP | $15 Tier 1 Rx | Limited Statewide Doctors,POS,Silver,Existing,NCN002,NCS055,No,No,"$3,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100054,,,418,754,1480,,,5702.0,,,POS,Bronze,,457,51,4185,130843,21067,141,5027,0,35,1348,3660,27,9150,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze Complete | $60 PCP | $20 Tier 1 Rx | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS055,No,Yes,"$4,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100064,,,3273,5402,9626,,,37164.0,,,POS,Silver,58,1938,291,28429,894909,152360,750,35931,,340,9246,34242,252,63559,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | Limited Statewide Doctors,POS,Silver,Existing,NCN002,NCS055,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100065,,,257,457,490,,,2044.0,,,POS,Silver,0,93,14,3276,45977,6292,26,1587,0,,429,1575,,1942,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | Limited Statewide Doctors,POS,Silver,Existing,NCN002,NCS040,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100070,,,601,835,2175,,,7496.0,,,POS,Bronze,,728,84,5222,180116,26584,73,5954,,23,1709,3570,27,11814,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze Basic | 3 Free PCP | $25 Tier 1 Rx | Integrated | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS055,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100071,,,63,206,239,,,1056.0,,,POS,Bronze,0,90,,1991,22309,3084,11,529,,11,232,606,,1076,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze Basic | 3 Free PCP | $25 Tier 1 Rx | Integrated | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS040,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100072,,,474,761,1631,,,5948.0,,,POS,Gold,,320,39,4233,149420,20752,84,5320,0,26,1292,2456,31,9654,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Gold Standard A | Limited Statewide Doctors,POS,Gold,Existing,NCN002,NCS055,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100073,,,1394,2144,3840,,,15251.0,,,POS,Silver,48,708,93,11389,358342,61794,172,15095,0,118,3872,9431,154,29830,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Silver Standard | Limited Statewide Doctors,POS,Silver,Existing,NCN002,NCS055,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100074,,,400,631,1737,,,6053.0,,,POS,Bronze,,505,66,4553,151864,21341,89,5001,,58,1429,3201,22,9069,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze Standard | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS055,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100075,,,53,88,149,,,667.0,,,POS,Gold,0,31,,1176,15668,1730,29,455,0,,172,204,,569,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Gold Standard A | Limited Statewide Doctors,POS,Gold,Existing,NCN002,NCS040,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100076,,,22,23,79,,,326.0,,,POS,Silver,,13,,498,7647,885,15,362,0,0,54,136,0,288,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Silver Standard | Limited Statewide Doctors,POS,Silver,Existing,NCN002,NCS040,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100077,,,69,103,203,,,814.0,,,POS,Bronze,0,61,,1231,19471,2320,32,476,0,0,122,426,,786,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze Standard | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS040,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100079,,,,,,,,,,,POS,Bronze,,,,,,,,,,,,,,,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze HSA Eligible | Integrated | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS055,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0100080,,,,,,,,,,,POS,Bronze,,,,,,,,,,,,,,,Blue Cross and Blue Shield of NC,Individual,No,Blue Value Bronze HSA Eligible | Integrated | Limited Statewide Doctors,POS,Expanded Bronze,Existing,NCN002,NCS040,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390001,,,6530,1629,18588,,,34307.0,,,EPO,Gold,0,409,43,11434,326281,75528,153,44788,1694,83,2949,7731,,5273,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Gold Premier A | 3 Free PCP | $10 Tier 1 Rx | with UNC Health Alliance,EPO,Gold,Existing,NCN013,NCS065,No,No,"$1,800 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390002,,,233,833,1165,,,5141.0,,,EPO,Gold,0,231,26,5646,88596,14712,148,1866,0,24,2036,1422,,5521,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Gold Premier A | 3 Free PCP | $10 Tier 1 Rx | with UNC Health Alliance,EPO,Gold,Existing,NCN013,NCS066,No,No,"$1,800 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390003,,,,39,51,,,134.0,,,EPO,Gold,0,,,244,3553,539,0,69,0,0,53,118,0,214,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Gold Premier A | 3 Free PCP | $10 Tier 1 Rx | with UNC Health Alliance,EPO,Gold,Existing,NCN013,NCS067,No,No,"$1,800 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390004,,,5745,919,14029,,,24505.0,,,EPO,Gold,,286,34,8228,235974,56721,161,32824,1542,46,2075,5410,,4282,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Gold Standard A | with UNC Health Alliance,EPO,Gold,Existing,NCN013,NCS065,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390005,,,226,442,864,,,3065.0,,,EPO,Gold,,158,23,3655,61092,10540,121,1645,0,28,1146,913,,4736,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Gold Standard A | with UNC Health Alliance,EPO,Gold,Existing,NCN013,NCS066,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390006,,,18,30,16,,,119.0,,,EPO,Gold,0,,,180,2702,295,,98,0,0,46,46,0,80,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Gold Standard A | with UNC Health Alliance,EPO,Gold,Existing,NCN013,NCS067,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390013,,,22067,2515,62712,,,98400.0,,,EPO,Silver,17,770,100,24053,861225,236476,449,143505,5697,39,4955,34577,,10522,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS065,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390014,,,824,4200,3445,,,12913.0,,,EPO,Silver,22,895,128,43607,231664,47739,1246,6767,,175,5894,6065,21,22576,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS066,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390015,,,106,518,317,,,1495.0,,,EPO,Silver,,104,14,4721,33014,5105,105,1102,0,42,1065,672,0,1922,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS067,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390022,,,3995,847,11095,,,23276.0,,,EPO,Silver,,202,20,7219,205723,51038,165,29883,858,54,1643,7637,,3324,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Choice A | 3 Free PCP | $15 Tier 1 Rx | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS065,No,No,"$3,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390023,,,114,458,611,,,2485.0,,,EPO,Silver,0,124,13,3633,46028,8900,64,1235,0,0,927,1459,,3758,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Choice A | 3 Free PCP | $15 Tier 1 Rx | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS066,No,No,"$3,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390024,,,,,27,,,89.0,,,EPO,Silver,0,,,140,2177,339,0,58,0,0,35,163,0,27,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Choice A | 3 Free PCP | $15 Tier 1 Rx | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS067,No,No,"$3,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390025,,,8771,731,21847,,,32783.0,,,EPO,Silver,,161,22,6038,279750,79522,235,49145,1787,44,1765,10253,,2996,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Standard | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS065,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390026,,,381,2602,1592,,,6111.0,,,EPO,Silver,16,439,75,27608,98460,19872,803,2845,0,130,2712,1199,23,10310,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Standard | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS066,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390027,,,73,880,211,,,1233.0,,,EPO,Silver,,56,,4707,17091,2498,127,495,0,24,508,265,0,1063,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Silver Standard | with UNC Health Alliance,EPO,Silver,Existing,NCN013,NCS067,No,No,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390028,,,2948,713,8952,,,15379.0,,,EPO,Bronze,,306,32,6076,152987,38786,108,22058,1019,20,1610,5478,0,4088,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Complete | $60 PCP | $20 Tier 1 Rx | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS065,No,Yes,"$4,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390029,,,81,495,440,,,1681.0,,,EPO,Bronze,12,153,18,3635,30955,5852,46,655,0,,875,782,0,2473,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Complete | $60 PCP | $20 Tier 1 Rx | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS066,No,Yes,"$4,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390030,,,13,51,41,,,192.0,,,EPO,Bronze,0,18,,458,4571,868,22,122,0,0,71,174,,427,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Complete | $60 PCP | $20 Tier 1 Rx | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS067,No,Yes,"$4,000 ",,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390031,,,4524,683,14428,,,21338.0,,,EPO,Bronze,0,412,47,6566,208601,54051,122,34254,1735,39,1524,7862,,3280,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Basic | 3 Free PCP | $25 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS065,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390032,,,77,471,646,,,2203.0,,,EPO,Bronze,0,230,29,3886,40282,7402,41,1009,0,12,959,935,0,3041,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Basic | 3 Free PCP | $25 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS066,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390033,,,,47,37,,,132.0,,,EPO,Bronze,0,20,,277,3858,487,0,135,0,0,99,128,0,135,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Basic | 3 Free PCP | $25 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS067,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390034,,,4457,866,13069,,,20243.0,,,EPO,Bronze,0,386,44,7921,209708,51104,104,31923,1547,30,2023,7105,,3495,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Standard | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS065,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390035,,,131,527,720,,,2530.0,,,EPO,Bronze,,222,31,4980,49218,8969,85,1317,0,27,931,1011,,4142,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Standard | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS066,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390036,,,16,33,34,,,123.0,,,EPO,Bronze,0,15,,519,4188,1192,,45,0,,42,100,0,909,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze Standard | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS067,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390046,,,,,,,,,,,EPO,Bronze,,,,,,,,,,,,,,,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze HSA Eligible | Integrated | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS065,No,Yes,,,both
2026,2024,True,NC,11512,Blue Cross and Blue Shield of NC,11512NC0390047,,,,,,,,,,,EPO,Bronze,,,,,,,,,,,,,,,Blue Cross and Blue Shield of NC,Individual,No,Blue Home Bronze HSA Eligible | Integrated | with UNC Health Alliance,EPO,Expanded Bronze,Existing,NCN013,NCS066,No,Yes,,,both
