puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network,plan_count,product_count,network_count,service_area_count,new_plan_count,market_merge,median_age40_premium,mean_age40_premium,minimum_age40_premium,rated_plans,rating_areas,premium_merge
2022,2020,True,VA,10207,"CareFirst BlueChoice, Inc.",70300.0,19012.0,12.0,,0.0,0.0,,,,,70300.0,19012.0,0.2704409672830725,,0.0006311803071744,,,,,3.0,1.0,2.0,1.0,0.0,both,646.78,517.9666666666667,236.0,3.0,1.0,both
2022,2020,True,VA,20507,Optima Health Plan,1073818.0,251158.0,287.0,68.0,,0.0,,,,,1073818.0,251158.0,0.2338925218239962,,0.0011427069812627,0.2369337979094076,,,,15.0,1.0,3.0,3.0,3.0,both,488.07,463.3741860465116,290.26,15.0,5.0,both
2022,2020,True,VA,24251,"Optimum Choice, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2022,2020,True,VA,25922,Oscar Insurance Company,4183.0,3042.0,0.0,0.0,0.0,0.0,,,,,4183.0,3042.0,0.7272292612957207,,0.0,,,,,10.0,1.0,1.0,1.0,10.0,both,488.23,478.836,352.28,10.0,1.0,both
2022,2020,True,VA,25928,Bright Health Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2022,2020,True,VA,37204,"Piedmont Community HealthCare HMO, Inc.",57333.0,7366.0,91.0,46.0,0.0,0.0,,,,,57333.0,7366.0,0.1284774911482043,,0.012354059190877,0.5054945054945055,,,,5.0,1.0,1.0,1.0,5.0,both,436.25,463.896,402.75,5.0,4.0,both
2022,2020,True,VA,38234,Aetna Life Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2022,2020,True,VA,40308,Group Hospitalization and Medical Services Inc.,21720.0,6072.0,,,0.0,0.0,,,,,21720.0,6072.0,0.2795580110497238,,,,,,,2.0,1.0,2.0,1.0,0.0,both,1291.715,1291.715,1282.17,2.0,1.0,both
2022,2020,True,VA,41921,Cigna Health and Life Insurance Company,1889983.0,202665.0,585.0,52.0,13.0,,,,,,1889983.0,202665.0,0.1072311232429074,,0.0028865368958626,0.0888888888888888,,,,10.0,1.0,1.0,2.0,0.0,both,502.56,481.916,390.15,10.0,3.0,both
2022,2020,True,VA,86443,"Innovation Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2022,2020,True,VA,88380,"HealthKeepers, Inc.",4664589.0,900035.0,458.0,79.0,0.0,0.0,,,,,4664589.0,900035.0,0.1929505471971914,,0.000508869099535,0.1724890829694323,,,,10.0,1.0,1.0,2.0,1.0,both,430.48,452.7363247863248,292.73,10.0,12.0,both
2022,2020,True,VA,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",21100.0,2958.0,20.0,,,,,,,,21100.0,2958.0,0.1401895734597156,,0.006761325219743,,,,,9.0,1.0,1.0,1.0,0.0,both,594.77,575.0922222222222,359.27,9.0,3.0,both
2022,2020,True,WI,14630,Children's Community Health Plan,149466.0,12413.0,318.0,140.0,,,,,,,149466.0,12413.0,0.0830489877296508,,0.0256183033916055,0.440251572327044,,,,7.0,1.0,1.0,1.0,0.0,both,462.05,442.3188571428572,281.0,7.0,5.0,both
2022,2020,True,WI,20173,HealthPartners Insurance Company,101937.0,7640.0,,,0.0,0.0,,,,,101937.0,7640.0,0.0749482523519428,,,,,,,6.0,1.0,1.0,1.0,0.0,both,473.895,461.0516666666667,291.52,6.0,2.0,both
2022,2020,True,WI,37833,Quartz Health Benefit Plans Corporation,536333.0,43844.0,140.0,49.0,0.0,0.0,,,,,536333.0,43844.0,0.0817477201663891,,0.0031931393121065,0.35,,,,57.0,3.0,3.0,3.0,0.0,both,474.865,451.1402192982456,230.17,57.0,7.0,both
2022,2020,True,WI,38166,"Security Health Plan of Wisconsin, Inc.",660640.0,55573.0,84.0,55.0,,,,,,,660640.0,55573.0,0.0841199442964398,,0.0015115253810303,0.6547619047619048,,,,8.0,1.0,1.0,1.0,2.0,both,520.685,527.3499999999999,281.17,8.0,9.0,both
2022,2020,True,WI,38345,Dean Health Plan,738330.0,64499.0,157.0,59.0,,0.0,,,,,738330.0,64499.0,0.0873579564693294,,0.0024341462658335,0.375796178343949,,,,52.0,3.0,3.0,5.0,38.0,both,435.79,422.1603389830509,225.83,52.0,7.0,both
2022,2020,True,WI,52697,"Molina Healthcare of Wisconsin, Inc.",645671.0,234295.0,392.0,272.0,,,,,,,645671.0,234295.0,0.3628705641108242,,0.0016731044196419,0.6938775510204082,,,,8.0,3.0,1.0,1.0,6.0,both,468.285,453.0804166666667,326.47,8.0,9.0,both
2022,2020,True,WI,57845,Medica Community Health Plan,309731.0,46645.0,90.0,30.0,,,,,,,309731.0,46645.0,0.1505984225021066,,0.001929467252653,0.3333333333333333,,,,12.0,2.0,2.0,3.0,2.0,both,466.5,466.8297619047619,225.93,12.0,6.0,both
2022,2020,True,WI,58326,"MercyCare HMO, Inc.",200323.0,1722.0,17.0,11.0,,0.0,,,,,200323.0,1722.0,0.0085961172706079,,0.0098722415795586,0.6470588235294118,,,,10.0,1.0,1.0,1.0,0.0,both,366.375,353.621,277.14,10.0,1.0,both
2022,2020,True,WI,79475,Compcare Health Serv Ins Co(Anthem BCBS),,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2022,2020,True,WI,81413,Network Health Plan,94506.0,20867.0,87.0,67.0,,0.0,,,,,94506.0,20867.0,0.220800795716674,,0.0041692624718454,0.7701149425287356,,,,18.0,2.0,2.0,2.0,0.0,both,643.475,572.2005555555556,417.69,18.0,4.0,both
2022,2020,True,WI,84670,"WPS Health Plan, Inc.",2564.0,678.0,,,0.0,0.0,,,,,2564.0,678.0,0.2644305772230889,,,,,,,14.0,1.0,1.0,1.0,14.0,both,533.92,553.3914285714285,372.97,14.0,1.0,both
2022,2020,True,WI,86584,"Aspirus Health Plan, Inc.",68693.0,14820.0,54.0,24.0,0.0,0.0,,,,,68693.0,14820.0,0.215742506514492,,0.0036437246963562,0.4444444444444444,,,,18.0,2.0,1.0,1.0,0.0,both,632.9200000000001,609.0998888888888,349.93,18.0,5.0,both
2022,2020,True,WI,87416,Common Ground Healthcare Cooperative,3483472.0,413569.0,40.0,23.0,,,,,,,3483472.0,413569.0,0.1187232163772236,,9.671904809112867e-05,0.575,,,,7.0,1.0,1.0,2.0,1.0,both,442.86,443.2128571428572,272.05,7.0,5.0,both
2022,2020,True,WI,94529,Group Health Cooperative of South Central Wisconsin,53450.0,7143.0,,0.0,0.0,0.0,,,,,53450.0,7143.0,0.1336389148737137,,,,,,,27.0,2.0,2.0,2.0,4.0,both,478.77,464.52113924050633,259.54,27.0,5.0,both
2022,2020,True,WV,31274,Highmark Blue Cross Blue Shield West Virginia,521615.0,40071.0,38.0,23.0,0.0,0.0,,,,,521615.0,40071.0,0.0768210270026743,,0.0009483167377904,0.6052631578947368,,,,8.0,3.0,1.0,1.0,2.0,both,653.9,677.8745454545455,422.29,8.0,11.0,both
2022,2020,True,WV,50328,CareSource West Virginia Co.,410744.0,97542.0,,,0.0,0.0,,,,,410744.0,97542.0,0.2374763843172389,,,,,,,11.0,2.0,1.0,1.0,0.0,both,628.87,644.6709999999999,435.49,11.0,10.0,both
2022,2020,True,WY,11269,Blue Cross Blue Shield of Wyoming,935848.0,121710.0,2589.0,1756.0,11.0,,,,,,935848.0,121710.0,0.1300531710277737,,0.0212718757702736,0.6782541521823098,,,,10.0,1.0,1.0,1.0,0.0,both,761.53,746.1583333333333,543.1,10.0,3.0,both
2022,2020,True,WY,38576,Montana Health Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,603348.0,143208.0,2156.0,1079.0,,,,,,,603348.0,143208.0,0.2373555559975337,,0.0150550248589464,0.5004638218923934,,,,5.0,2.0,1.0,1.0,0.0,both,608.0,570.4,430.0,5.0,3.0,both
2023,2021,True,AK,77963,Moda Assurance Company,7965.0,628.0,,,0.0,0.0,,,,,7965.0,628.0,0.0788449466415568,,,,,,,4.0,1.0,1.0,1.0,0.0,both,535.0,548.75,436.0,4.0,3.0,both
2023,2021,True,AL,46944,Blue Cross and Blue Shield of Alabama,7557971.0,1710597.0,1974.0,569.0,56.0,,,,,,7557971.0,1710597.0,0.2263301883534615,,0.001153983083099,0.2882472137791286,,,,7.0,7.0,1.0,1.0,0.0,both,537.07,514.1658241758242,283.18,7.0,13.0,both
2023,2021,True,AL,53932,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,AL,69461,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,AL,73301,Bright Health Insurance Company,99090.0,6396.0,20.0,0.0,0.0,0.0,,,,,99090.0,6396.0,0.0645473811686345,,0.0031269543464665,0.0,,,,8.0,1.0,1.0,1.0,0.0,both,593.88,571.5699999999999,384.69,8.0,1.0,both
2023,2021,True,AR,13262,"HMO Partners, Inc.",919095.0,152474.0,311.0,68.0,0.0,0.0,,,,,919095.0,152474.0,0.1658957996725039,,0.0020396920130645,0.2186495176848874,,,,2.0,1.0,1.0,1.0,2.0,both,495.23,495.23,415.71,2.0,7.0,both
2023,2021,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",1971681.0,361647.0,103.0,86.0,0.0,0.0,,,,,1971681.0,361647.0,0.1834206446174609,,0.0002848081139896,0.8349514563106796,,,,3.0,1.0,1.0,1.0,1.0,both,428.81,464.9533333333334,416.89,3.0,7.0,both
2023,2021,True,AR,62141,Celtic Insurance Company,4540069.0,877096.0,742.0,356.0,,,,,,,4540069.0,877096.0,0.1931900153940391,,0.0008459735308335,0.4797843665768194,,,,19.0,2.0,1.0,1.0,10.0,both,416.74,412.15,322.06,19.0,7.0,both
2023,2021,True,AR,70525,"QCA Health Plan, Inc.",1954143.0,362988.0,297.0,135.0,0.0,0.0,,,,,1954143.0,362988.0,0.1857530385442621,,0.0008182088664088,0.4545454545454545,,,,4.0,1.0,1.0,1.0,2.0,both,422.85,442.6925,375.91,4.0,7.0,both
2023,2021,True,AR,75293,USAble Mutual Insurance Company,5795970.0,1054292.0,6575.0,1930.0,54.0,12.0,,,,,5795970.0,1054292.0,0.1819008725027907,,0.0062364126826344,0.2935361216730038,0.2222222222222222,,,7.0,1.0,1.0,1.0,0.0,both,399.75,417.4,343.46,7.0,7.0,both
2023,2021,True,AZ,13877,"Oscar Health Plan, Inc.",322617.0,11378.0,54.0,51.0,0.0,0.0,,,,,322617.0,11378.0,0.0352678253160868,,0.0047460010546669,0.9444444444444444,,,,11.0,1.0,1.0,1.0,4.0,both,393.4,403.6790909090909,270.02,11.0,2.0,both
2023,2021,True,AZ,23435,Banner Health and Aetna Health Plan Inc.,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,AZ,32311,Medica Community Health Plan,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,AZ,40702,"UnitedHealthcare of Arizona, Inc.",22221.0,8586.0,329.0,141.0,0.0,0.0,,,,,22221.0,8586.0,0.3863912515188335,,0.0383181924062427,0.4285714285714285,,,,7.0,1.0,1.0,1.0,7.0,both,462.65,441.54285714285714,357.81,7.0,1.0,both
2023,2021,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",1702700.0,270255.0,1917.0,615.0,47.0,14.0,,,,,1702700.0,270255.0,0.1587214424149879,,0.0070933007714935,0.3208137715179969,0.2978723404255319,,,96.0,1.0,3.0,12.0,23.0,both,503.36,518.2478125,246.3,96.0,7.0,both
2023,2021,True,AZ,85533,"Imperial Insurance Companies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,AZ,87247,Bright Health Company of Arizona,426315.0,20527.0,139.0,,0.0,0.0,,,,,426315.0,20527.0,0.0481498422527943,,0.0067715691528231,,,,,22.0,1.0,2.0,2.0,2.0,both,383.37,396.8586363636363,275.35,22.0,2.0,both
2023,2021,True,AZ,91450,"Health Net of Arizona, Inc.",892318.0,351934.0,951.0,395.0,,,,,,,892318.0,351934.0,0.394404237054503,,0.0027022112100564,0.4153522607781283,,,,44.0,2.0,1.0,2.0,20.0,both,500.6,495.2542056074766,308.84,44.0,5.0,both
2023,2021,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",245947.0,32296.0,25.0,15.0,,,,,,,245947.0,32296.0,0.1313128438240759,,0.0007740896705474,0.6,,,,8.0,1.0,1.0,1.0,3.0,both,429.815,417.10875,347.29,8.0,1.0,both
2023,2021,True,DE,67190,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,DE,72760,"AmeriHealth Caritas VIP Next, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,DE,76168,Highmark BCBSD Inc.,814191.0,121035.0,109.0,,,0.0,,,,,814191.0,121035.0,0.1486567648131703,,0.0009005659519973,,,,,12.0,4.0,1.0,1.0,5.0,both,525.4449999999999,512.8075,302.72,12.0,1.0,both
2023,2021,True,FL,12379,Bright Health Insurance Company of Florida,14147996.0,800924.0,1445.0,64.0,0.0,0.0,,,,,14147996.0,800924.0,0.056610420302635,,0.0018041661880527,0.0442906574394463,,,,84.0,1.0,6.0,6.0,52.0,both,415.63,419.1191256830601,259.89,84.0,15.0,both
2023,2021,True,FL,16842,Blue Cross and Blue Shield of Florida,18025819.0,1936124.0,3519.0,1665.0,111.0,38.0,,,,,18025819.0,1936124.0,0.1074083790589487,,0.0018175488760017,0.4731457800511509,0.3423423423423423,,,26.0,2.0,2.0,2.0,2.0,both,605.56,648.698649921507,321.81,26.0,67.0,both
2023,2021,True,FL,18628,Aetna Health Inc. (a FL corp.),,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,FL,19898,"AvMed, Inc.",1155539.0,311070.0,108.0,65.0,,,,,,,1155539.0,311070.0,0.2691990491017612,,0.0003471887356543,0.6018518518518519,,,,12.0,2.0,1.0,1.0,12.0,both,533.935,547.1087719298246,308.49,12.0,19.0,both
2023,2021,True,FL,21663,Celtic Insurance Company,5169919.0,2167829.0,4177.0,2163.0,22.0,,,,,,5169919.0,2167829.0,0.4193158538847514,,0.0019268124930518,0.5178357672971032,,,,50.0,2.0,1.0,2.0,26.0,both,517.53,515.126926984127,304.86,50.0,63.0,both
2023,2021,True,FL,30252,"Health Options, Inc.",23017981.0,3063375.0,3022.0,1233.0,88.0,29.0,,,,,23017981.0,3063375.0,0.1330861729358452,,0.0009864936548741,0.4080079417604235,0.3295454545454545,,,39.0,2.0,2.0,4.0,12.0,both,516.91,546.2514207650273,324.71,39.0,50.0,both
2023,2021,True,FL,36194,"Health First Commercial Plans, Inc.",968641.0,147827.0,215.0,103.0,14.0,,,,,,968641.0,147827.0,0.1526127843029564,,0.0014544027816298,0.4790697674418605,,,,36.0,6.0,4.0,2.0,6.0,both,468.53,441.1984722222222,200.29,36.0,4.0,both
2023,2021,True,FL,40572,Oscar Insurance Company of Florida,7137398.0,470215.0,271.0,228.0,,,,,,,7137398.0,470215.0,0.0658804511111752,,0.0005763321033995,0.8413284132841329,,,,15.0,2.0,1.0,3.0,7.0,both,424.63,413.20925595238094,256.99,15.0,24.0,both
2023,2021,True,FL,48121,Cigna Health and Life Insurance Company,3040820.0,554799.0,484.0,161.0,18.0,,,,,,3040820.0,554799.0,0.1824504574424004,,0.0008723880180029,0.3326446280991735,,,,20.0,1.0,1.0,2.0,4.0,both,471.3200000000001,469.0009090909091,337.91,20.0,11.0,both
2023,2021,True,FL,54172,"Molina Healthcare of Florida, Inc",515439.0,113466.0,623.0,222.0,,0.0,,,,,515439.0,113466.0,0.2201346813104945,,0.0054906315548269,0.3563402889245586,,,,11.0,3.0,1.0,1.0,3.0,both,472.57,462.9675757575758,323.94,11.0,12.0,both
2023,2021,True,FL,56503,"Florida Health Care Plan, Inc.",2408855.0,303057.0,426.0,177.0,,,,,,,2408855.0,303057.0,0.1258095651253396,,0.0014056761599303,0.4154929577464789,,,,35.0,35.0,1.0,1.0,2.0,both,490.3,498.2857714285714,249.75,35.0,5.0,both
2023,2021,True,FL,66966,Capital Health Plan,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,FL,67926,"AmeriHealth Caritas Florida, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,FL,68398,"UnitedHealthcare of Florida, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,FL,86382,Sunshine State Health Plan,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,FL,92120,"Coventry Health Plan of Florida, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,GA,15105,"Cigna HealthCare of Georgia, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,GA,38146,Bright Health Company of Georgia,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,GA,43802,"UnitedHealthcare of Georgia, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,GA,49046,Anthem Blue Cross and Blue Shield,3857828.0,717223.0,421.0,56.0,0.0,0.0,,,,,3857828.0,717223.0,0.1859136799255954,,0.0005869861953674,0.1330166270783848,,,,48.0,1.0,2.0,8.0,12.0,both,551.29,552.5964215686274,263.87,48.0,14.0,both
2023,2021,True,GA,58081,Oscar Health Plan of Georgia,10714.0,356.0,,,0.0,0.0,,,,,10714.0,356.0,0.0332275527347395,,,,,,,9.0,1.0,1.0,1.0,2.0,both,486.505,475.2861111111111,352.84,9.0,2.0,both
2023,2021,True,GA,60224,CareSource Georgia Co.,1641847.0,408202.0,30.0,,0.0,0.0,,,,,1641847.0,408202.0,0.2486236537265652,,7.349302551187893e-05,,,,,11.0,2.0,1.0,1.0,0.0,both,470.12,450.1228787878788,296.8,11.0,6.0,both
2023,2021,True,GA,70893,Ambetter of Peach State Inc.,4809122.0,1966976.0,1705.0,885.0,,,,,,,4809122.0,1966976.0,0.4090093784270808,,0.000866812813171,0.5190615835777126,,,,30.0,2.0,1.0,2.0,14.0,both,476.225,466.2368333333334,340.75,30.0,16.0,both
2023,2021,True,GA,82824,Aetna Health Inc. (a GA corp.),,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,GA,83761,Alliant Health Plans,406302.0,25742.0,5639.0,1205.0,33.0,12.0,,,,,406302.0,25742.0,0.0633568134048072,,0.2190583482246911,0.213690370633091,0.3636363636363636,,,78.0,1.0,1.0,13.0,0.0,both,494.365,520.3294047619047,348.63,78.0,14.0,both
2023,2021,True,GA,89942,Kaiser Foundation Health Plan of Georgia,99336.0,9464.0,54.0,11.0,0.0,0.0,,,,,99336.0,9464.0,0.0952726101312716,,0.0057058326289095,0.2037037037037037,,,,18.0,1.0,2.0,2.0,4.0,both,459.36,438.6255555555556,303.21,18.0,1.0,both
2023,2021,True,GA,90617,Friday Health Plans of Georgia Inc,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,HI,18350,Hawaii Medical Service Association,471082.0,117703.0,82.0,42.0,0.0,0.0,,,,,471082.0,117703.0,0.2498567128440484,,0.0006966687340169,0.5121951219512195,,,,12.0,2.0,5.0,1.0,1.0,both,452.915,425.1983333333333,196.68,12.0,1.0,both
2023,2021,True,HI,60612,"Kaiser Foundation Health Plan, Inc.",15097.0,875.0,37.0,,0.0,0.0,,,,,15097.0,875.0,0.05795853480824,,0.0422857142857142,,,,,11.0,1.0,1.0,1.0,0.0,both,485.45,468.9436363636364,313.98,11.0,1.0,both
2023,2021,True,IA,25896,"Wellmark Health Plan of Iowa, Inc.",1966886.0,313471.0,145.0,53.0,,,,,,,1966886.0,313471.0,0.1593742596164699,,0.0004625627251005,0.3655172413793103,,,,6.0,1.0,1.0,1.0,2.0,both,391.525,394.035,299.05,6.0,7.0,both
2023,2021,True,IA,45819,Oscar Insurance Company,9620.0,269.0,,,0.0,0.0,,,,,9620.0,269.0,0.0279625779625779,,,,,,,12.0,1.0,1.0,1.0,11.0,both,470.11,452.6020833333334,290.5,12.0,4.0,both
2023,2021,True,IA,63876,CareSource Iowa Co.,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,IA,93078,Medica Insurance Company,851854.0,107718.0,322.0,140.0,,,,,,,851854.0,107718.0,0.1264512463403353,,0.0029892868415677,0.4347826086956521,,,,36.0,5.0,6.0,6.0,14.0,both,450.76,460.8258823529412,257.41,36.0,7.0,both
2023,2021,True,IL,11574,"Oscar Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,IL,20129,"Health Alliance Medical Plans, Inc.",1311179.0,141720.0,203.0,80.0,17.0,,,,,,1311179.0,141720.0,0.1080859287709763,,0.0014324019192774,0.3940886699507389,,,,12.0,2.0,1.0,1.0,5.0,both,552.14,521.7163541666666,349.12,12.0,8.0,both
2023,2021,True,IL,27833,Celtic Insurance Company,589599.0,280694.0,298.0,204.0,,,,,,,589599.0,280694.0,0.4760761127478167,,0.0010616543282008,0.6845637583892618,,,,15.0,2.0,1.0,1.0,8.0,both,426.575,424.0564444444445,310.59,15.0,6.0,both
2023,2021,True,IL,32355,"Molina Healthcare of Illinois, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,IL,36096,Blue Cross Blue Shield of Illinois,8309652.0,1373756.0,1598.0,486.0,59.0,33.0,,,,,8309652.0,1373756.0,0.1653205212444516,,0.0011632342279123,0.3041301627033792,0.559322033898305,,,93.0,4.0,4.0,23.0,0.0,both,482.99,496.39043010752687,268.19,93.0,13.0,both
2023,2021,True,IL,42529,"UnitedHealthcare of Illinois, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,IL,53882,"Cigna HealthCare of Illinois, Inc.",400949.0,78631.0,59.0,17.0,,,,,,,400949.0,78631.0,0.1961122237491551,,0.0007503401966145,0.288135593220339,,,,15.0,1.0,2.0,2.0,10.0,both,432.8,426.336,349.08,15.0,4.0,both
2023,2021,True,IL,54322,"MercyCare HMO, Inc.",34094.0,3577.0,31.0,17.0,,0.0,,,,,34094.0,3577.0,0.1049158209655657,,0.0086664802907464,0.5483870967741935,,,,9.0,1.0,1.0,1.0,9.0,both,468.86,438.09222222222223,347.18,9.0,1.0,both
2023,2021,True,IL,65280,SSM Health Plan,27295.0,7047.0,,,0.0,0.0,,,,,27295.0,7047.0,0.2581791536911522,,,,,,,10.0,1.0,1.0,1.0,10.0,both,496.17,437.355,288.39,10.0,1.0,both
2023,2021,True,IL,85773,Quartz Health Benefit Plans Corporation,82763.0,8480.0,26.0,12.0,,0.0,,,,,82763.0,8480.0,0.1024612447591315,,0.003066037735849,0.4615384615384615,,,,14.0,1.0,1.0,1.0,3.0,both,502.17,472.9271428571428,291.4,14.0,1.0,both
2023,2021,True,IL,99129,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,IN,17575,Anthem Ins Companies Inc(Anthem BCBS),14711.0,2586.0,,,0.0,0.0,,,,,14711.0,2586.0,0.1757868261844878,,,,,,,4.0,2.0,1.0,1.0,4.0,both,541.98,550.0699999999999,467.82,4.0,1.0,both
2023,2021,True,IN,35755,US HEALTH AND LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,IN,54192,"CareSource Indiana, Inc.",3761608.0,820029.0,111.0,17.0,0.0,0.0,,,,,3761608.0,820029.0,0.2179995895372404,,0.0001353610664988,0.1531531531531531,,,,11.0,2.0,1.0,1.0,0.0,both,410.67,434.25187165775407,283.51,11.0,17.0,both
2023,2021,True,IN,76179,Celtic Insurance Company,456944.0,174499.0,726.0,263.0,36.0,,,,,,456944.0,174499.0,0.3818826814664379,,0.0041604822950274,0.3622589531680441,,,,24.0,2.0,1.0,1.0,12.0,both,473.71,478.84936274509806,290.51,24.0,17.0,both
2023,2021,True,IN,94419,Cigna Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",1894345.0,229743.0,224.0,59.0,72.0,25.0,,,,,1894345.0,229743.0,0.121278331032626,,0.0009750025027966,0.2633928571428571,0.3472222222222222,,,6.0,1.0,1.0,1.0,1.0,both,511.215,485.32642857142855,369.97,6.0,7.0,both
2023,2021,True,KS,32542,US Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,KS,34368,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,KS,39520,Medica Insurance Company,215860.0,42384.0,95.0,55.0,0.0,0.0,,,,,215860.0,42384.0,0.1963494857778189,,0.0022414118535296,0.5789473684210527,,,,24.0,3.0,4.0,3.0,4.0,both,528.72,532.7078571428572,243.7,24.0,7.0,both
2023,2021,True,KS,43490,Oscar Insurance Company,19822.0,1244.0,,,0.0,0.0,,,,,19822.0,1244.0,0.062758551104833,,,,,,,12.0,1.0,1.0,1.0,5.0,both,450.08,434.3033333333333,314.69,12.0,1.0,both
2023,2021,True,KS,76763,Cigna Health and Life Insurance Company,105888.0,12661.0,21.0,,,0.0,,,,,105888.0,12661.0,0.1195697340586279,,0.0016586367585498,,,,,16.0,1.0,2.0,2.0,6.0,both,514.48,501.224375,403.99,16.0,2.0,both
2023,2021,True,KS,94248,Blue Cross and Blue Shield of Kansas City,97698.0,28030.0,34.0,22.0,0.0,0.0,,,,,97698.0,28030.0,0.2869045425699605,,0.001212986086336,0.6470588235294118,,,,6.0,1.0,4.0,1.0,6.0,both,556.4,533.905,376.14,6.0,1.0,both
2023,2021,True,KS,94968,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,LA,19636,"HMO Louisiana, Inc.",4351415.0,629374.0,1577.0,550.0,108.0,33.0,,,,,4351415.0,629374.0,0.144636629694019,,0.0025056643585531,0.3487634749524413,0.3055555555555556,,,27.0,5.0,5.0,7.0,3.0,both,563.24,556.013768115942,379.35,27.0,8.0,both
2023,2021,True,LA,61604,Louisiana Healthcare Connections,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
2023,2021,True,LA,67243,"Vantage Health Plan, Inc.",365025.0,88330.0,129.0,95.0,,0.0,,,,,365025.0,88330.0,0.2419834257927539,,0.0014604324691497,0.7364341085271318,,,,5.0,1.0,1.0,1.0,0.0,both,455.13,563.075,440.63,5.0,8.0,both
2023,2021,True,LA,69842,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,left_only,,,,,,left_only
