market_year,state,rating_area_id,lowest_silver_age40_premium,silver_issuer_count,silver_plan_count
2021,AR,Rating Area 1,386.74,5,22
2021,AR,Rating Area 2,386.74,5,22
2021,AR,Rating Area 3,386.74,5,22
2021,AR,Rating Area 4,386.74,5,22
2021,AR,Rating Area 5,386.74,5,22
2021,AR,Rating Area 6,386.74,5,22
2021,AR,Rating Area 7,386.74,5,22
2021,AZ,Rating Area 1,572.89,2,22
2021,AZ,Rating Area 2,617.15,1,3
2021,AZ,Rating Area 3,651.78,1,6
2021,AZ,Rating Area 4,381.08,6,35
2021,AZ,Rating Area 5,433.48,3,24
2021,AZ,Rating Area 6,329.79,3,24
2021,AZ,Rating Area 7,505.43,2,16
2021,DE,Rating Area 1,522.1,1,3
2021,FL,Rating Area 1,501.59,4,38
2021,FL,Rating Area 10,415.57,7,56
2021,FL,Rating Area 11,447.35,4,31
2021,FL,Rating Area 12,567.41,4,32
2021,FL,Rating Area 13,532.33,3,25
2021,FL,Rating Area 14,568.9,3,25
2021,FL,Rating Area 15,440.3,7,53
2021,FL,Rating Area 16,423.09,4,39
2021,FL,Rating Area 17,465.53,6,43
2021,FL,Rating Area 18,559.85,2,21
2021,FL,Rating Area 19,607.18,2,21
2021,FL,Rating Area 2,480.13,4,36
2021,FL,Rating Area 20,582.03,3,25
2021,FL,Rating Area 21,704.3,2,21
2021,FL,Rating Area 22,416.79,2,25
2021,FL,Rating Area 23,633.86,2,21
2021,FL,Rating Area 24,749.5,2,21
2021,FL,Rating Area 25,560.9,2,8
2021,FL,Rating Area 26,429.55,4,41
2021,FL,Rating Area 27,456.74,2,25
2021,FL,Rating Area 28,437.61,6,46
2021,FL,Rating Area 29,529.41,2,21
2021,FL,Rating Area 3,409.11,3,35
2021,FL,Rating Area 30,416.01,4,31
2021,FL,Rating Area 31,521.34,2,21
2021,FL,Rating Area 32,540.45,3,22
2021,FL,Rating Area 33,554.88,2,21
2021,FL,Rating Area 34,436.54,7,57
2021,FL,Rating Area 35,483.3,4,33
2021,FL,Rating Area 36,465.84,5,33
2021,FL,Rating Area 37,542.12,3,25
2021,FL,Rating Area 38,584.63,2,21
2021,FL,Rating Area 39,539.94,2,21
2021,FL,Rating Area 4,544.54,4,32
2021,FL,Rating Area 40,444.59,4,37
2021,FL,Rating Area 41,424.17,5,48
2021,FL,Rating Area 42,453.07,4,29
2021,FL,Rating Area 43,444.83,7,57
2021,FL,Rating Area 44,803.16,1,4
2021,FL,Rating Area 45,509.55,4,33
2021,FL,Rating Area 46,466.64,3,35
2021,FL,Rating Area 47,462.88,3,31
2021,FL,Rating Area 48,463.95,8,58
2021,FL,Rating Area 49,448.9,8,58
2021,FL,Rating Area 5,428.98,6,47
2021,FL,Rating Area 50,430.28,8,58
2021,FL,Rating Area 51,453.57,6,46
2021,FL,Rating Area 52,451.58,6,46
2021,FL,Rating Area 53,449.97,4,39
2021,FL,Rating Area 54,484.37,3,27
2021,FL,Rating Area 55,428.48,4,39
2021,FL,Rating Area 56,435.53,4,36
2021,FL,Rating Area 57,458.18,10,70
2021,FL,Rating Area 58,414.89,5,44
2021,FL,Rating Area 59,453.07,5,42
2021,FL,Rating Area 6,420.41,8,62
2021,FL,Rating Area 60,410.3,3,29
2021,FL,Rating Area 61,555.58,4,32
2021,FL,Rating Area 62,594.65,1,4
2021,FL,Rating Area 63,660.13,3,28
2021,FL,Rating Area 64,453.98,7,47
2021,FL,Rating Area 65,517.53,3,22
2021,FL,Rating Area 66,444.07,3,35
2021,FL,Rating Area 67,535.26,2,21
2021,FL,Rating Area 7,530.11,2,21
2021,FL,Rating Area 8,407.62,4,41
2021,FL,Rating Area 9,418.21,4,41
2021,GA,Rating Area 1,429.23,2,5
2021,GA,Rating Area 10,457.07,4,16
2021,GA,Rating Area 11,448.25,3,10
2021,GA,Rating Area 12,433.4,3,10
2021,GA,Rating Area 13,454.28,3,10
2021,GA,Rating Area 14,441.55,2,21
2021,GA,Rating Area 15,458.46,3,10
2021,GA,Rating Area 16,433.4,3,10
2021,GA,Rating Area 2,426.89,4,16
2021,GA,Rating Area 3,437.45,6,42
2021,GA,Rating Area 4,568.61,3,10
2021,GA,Rating Area 5,447.72,3,15
2021,GA,Rating Area 6,415.85,3,14
2021,GA,Rating Area 7,489.55,3,10
2021,GA,Rating Area 8,435.4,5,24
2021,GA,Rating Area 9,465.89,3,22
2021,HI,Rating Area 1,467.08,2,6
2021,IA,Rating Area 1,489.05,2,4
2021,IA,Rating Area 2,471.9,3,9
2021,IA,Rating Area 3,469.41,3,9
2021,IA,Rating Area 4,501.76,2,5
2021,IA,Rating Area 5,470.57,2,4
2021,IA,Rating Area 6,470.57,3,10
2021,IA,Rating Area 7,456.86,3,9
2021,IL,Rating Area 1,336.79,4,26
2021,IL,Rating Area 10,546.3,2,6
2021,IL,Rating Area 11,581.16,2,6
2021,IL,Rating Area 12,404.7,3,16
2021,IL,Rating Area 13,662.51,2,6
2021,IL,Rating Area 2,404.85,3,17
2021,IL,Rating Area 3,384.31,4,25
2021,IL,Rating Area 4,387.87,5,26
2021,IL,Rating Area 5,493.76,3,9
2021,IL,Rating Area 6,412.85,3,17
2021,IL,Rating Area 7,557.93,2,7
2021,IL,Rating Area 8,540.49,2,6
2021,IL,Rating Area 9,540.49,2,6
2021,IN,Rating Area 1,372.42,3,23
2021,IN,Rating Area 10,432.88,2,22
2021,IN,Rating Area 11,401.04,2,22
2021,IN,Rating Area 12,390.56,2,22
2021,IN,Rating Area 13,404.26,2,22
2021,IN,Rating Area 14,328.64,2,22
2021,IN,Rating Area 15,341.39,2,22
2021,IN,Rating Area 16,345.82,2,22
2021,IN,Rating Area 17,389.75,2,22
2021,IN,Rating Area 2,392.58,2,22
2021,IN,Rating Area 3,405.47,2,22
2021,IN,Rating Area 4,420.39,2,22
2021,IN,Rating Area 5,387.74,2,22
2021,IN,Rating Area 6,380.48,2,22
2021,IN,Rating Area 7,374.84,2,22
2021,IN,Rating Area 8,384.92,2,22
2021,IN,Rating Area 9,435.85,2,22
2021,KS,Rating Area 1,458.51,6,26
2021,KS,Rating Area 2,496.01,3,16
2021,KS,Rating Area 3,480.02,3,15
2021,KS,Rating Area 4,459.0,3,15
2021,KS,Rating Area 5,504.03,3,15
2021,KS,Rating Area 6,457.99,4,21
2021,KS,Rating Area 7,441.03,3,18
2021,KY,Rating Area 1,533.36,1,3
2021,KY,Rating Area 2,440.01,2,9
2021,KY,Rating Area 3,405.53,2,11
2021,KY,Rating Area 4,464.97,2,10
2021,KY,Rating Area 5,443.62,2,11
2021,KY,Rating Area 6,501.7,2,11
2021,KY,Rating Area 7,436.28,2,11
2021,KY,Rating Area 8,435.4,2,11
2021,LA,Rating Area 1,475.08,3,10
2021,LA,Rating Area 2,527.87,3,6
2021,LA,Rating Area 3,529.55,3,8
2021,LA,Rating Area 4,476.55,4,9
2021,LA,Rating Area 5,502.32,3,9
2021,LA,Rating Area 6,484.79,4,9
2021,LA,Rating Area 7,575.38,3,6
2021,LA,Rating Area 8,406.86,4,12
2021,ME,Rating Area 1,392.08,3,15
2021,ME,Rating Area 2,414.9,3,15
2021,ME,Rating Area 3,435.33,3,19
2021,ME,Rating Area 4,570.58,3,12
2021,MI,Rating Area 1,304.6,7,41
2021,MI,Rating Area 10,396.21,5,26
2021,MI,Rating Area 11,386.42,5,20
2021,MI,Rating Area 12,326.2,8,40
2021,MI,Rating Area 13,377.61,5,12
2021,MI,Rating Area 14,335.19,4,11
2021,MI,Rating Area 15,353.22,5,20
2021,MI,Rating Area 16,589.22,2,2
2021,MI,Rating Area 2,304.6,7,41
2021,MI,Rating Area 3,368.95,4,14
2021,MI,Rating Area 4,311.4,6,30
2021,MI,Rating Area 5,291.76,7,29
2021,MI,Rating Area 6,369.76,5,20
2021,MI,Rating Area 7,377.44,6,27
2021,MI,Rating Area 8,352.51,5,15
2021,MI,Rating Area 9,385.55,5,26
2021,MO,Rating Area 1,522.23,4,22
2021,MO,Rating Area 10,565.3,2,11
2021,MO,Rating Area 2,539.63,3,12
2021,MO,Rating Area 3,455.93,5,29
2021,MO,Rating Area 4,499.99,3,19
2021,MO,Rating Area 5,527.5,3,11
2021,MO,Rating Area 6,413.43,4,30
2021,MO,Rating Area 7,468.77,2,5
2021,MO,Rating Area 8,468.77,4,30
2021,MO,Rating Area 9,468.77,3,13
2021,MS,Rating Area 1,419.0,2,14
2021,MS,Rating Area 2,463.88,2,14
2021,MS,Rating Area 3,459.1,2,14
2021,MS,Rating Area 4,466.46,2,14
2021,MS,Rating Area 5,449.16,2,14
2021,MS,Rating Area 6,463.99,2,14
2021,MT,Rating Area 1,356.45,3,8
2021,MT,Rating Area 2,476.53,3,9
2021,MT,Rating Area 3,402.84,3,8
2021,MT,Rating Area 4,462.01,3,9
2021,NC,Rating Area 1,613.21,5,17
2021,NC,Rating Area 10,484.71,3,17
2021,NC,Rating Area 11,458.0,5,28
2021,NC,Rating Area 12,652.65,2,6
2021,NC,Rating Area 13,424.67,5,24
2021,NC,Rating Area 14,467.57,2,8
2021,NC,Rating Area 15,560.3,3,9
2021,NC,Rating Area 16,659.01,2,6
2021,NC,Rating Area 2,553.27,3,16
2021,NC,Rating Area 3,431.44,2,15
2021,NC,Rating Area 4,422.6,2,10
2021,NC,Rating Area 5,456.69,2,8
2021,NC,Rating Area 6,427.01,3,23
2021,NC,Rating Area 7,419.61,4,22
2021,NC,Rating Area 8,530.71,3,17
2021,NC,Rating Area 9,559.24,4,20
2021,ND,Rating Area 1,410.98,2,8
2021,ND,Rating Area 2,410.98,3,9
2021,ND,Rating Area 3,399.57,3,7
2021,ND,Rating Area 4,410.98,3,10
2021,NE,Rating Area 1,543.34,2,12
2021,NE,Rating Area 2,526.74,2,7
2021,NE,Rating Area 3,605.18,2,7
2021,NE,Rating Area 4,827.55,2,5
2021,NH,Rating Area 1,324.7,3,17
2021,NM,Rating Area 1,312.55,5,12
2021,NM,Rating Area 2,312.55,5,12
2021,NM,Rating Area 3,326.44,5,12
2021,NM,Rating Area 4,327.07,5,12
2021,NM,Rating Area 5,354.22,5,12
2021,OH,Rating Area 1,366.61,6,38
2021,OH,Rating Area 10,383.46,4,22
2021,OH,Rating Area 11,319.15,6,41
2021,OH,Rating Area 12,353.42,5,29
2021,OH,Rating Area 13,339.21,5,33
2021,OH,Rating Area 14,427.33,6,31
2021,OH,Rating Area 15,341.86,8,50
2021,OH,Rating Area 16,391.04,8,55
2021,OH,Rating Area 17,373.38,4,22
2021,OH,Rating Area 2,364.67,5,36
2021,OH,Rating Area 3,368.97,5,36
2021,OH,Rating Area 4,362.09,5,36
2021,OH,Rating Area 5,336.6,5,39
2021,OH,Rating Area 6,310.59,6,38
2021,OH,Rating Area 7,351.63,3,16
2021,OH,Rating Area 8,383.39,4,29
2021,OH,Rating Area 9,374.57,6,42
2021,OK,Rating Area 1,528.63,2,3
2021,OK,Rating Area 2,522.37,2,3
2021,OK,Rating Area 3,476.01,5,19
2021,OK,Rating Area 4,478.34,4,9
2021,OK,Rating Area 5,493.14,3,5
2021,OR,Rating Area 1,402.0,6,23
2021,OR,Rating Area 2,426.0,6,13
2021,OR,Rating Area 3,406.0,5,10
2021,OR,Rating Area 4,450.72,5,11
2021,OR,Rating Area 5,406.0,5,12
2021,OR,Rating Area 6,406.0,6,18
2021,OR,Rating Area 7,489.0,5,14
2021,SC,Rating Area 1,390.5,2,21
2021,SC,Rating Area 10,422.79,3,27
2021,SC,Rating Area 11,537.52,2,14
2021,SC,Rating Area 12,516.12,2,21
2021,SC,Rating Area 13,453.01,2,21
2021,SC,Rating Area 14,453.01,3,25
2021,SC,Rating Area 15,422.77,3,25
2021,SC,Rating Area 16,453.01,3,25
2021,SC,Rating Area 17,453.01,3,25
2021,SC,Rating Area 18,418.23,3,27
2021,SC,Rating Area 19,422.28,3,25
2021,SC,Rating Area 2,416.51,3,25
2021,SC,Rating Area 20,553.75,2,14
2021,SC,Rating Area 21,453.01,3,25
2021,SC,Rating Area 22,453.01,2,21
2021,SC,Rating Area 23,429.91,3,20
2021,SC,Rating Area 24,390.5,3,25
2021,SC,Rating Area 25,503.57,2,21
2021,SC,Rating Area 26,444.93,3,25
2021,SC,Rating Area 27,467.06,2,21
2021,SC,Rating Area 28,500.09,2,14
2021,SC,Rating Area 29,516.12,2,21
2021,SC,Rating Area 3,396.73,3,25
2021,SC,Rating Area 30,409.68,2,14
2021,SC,Rating Area 31,498.55,2,14
2021,SC,Rating Area 32,577.38,2,14
2021,SC,Rating Area 33,390.5,3,25
2021,SC,Rating Area 34,453.01,3,25
2021,SC,Rating Area 35,453.01,3,25
2021,SC,Rating Area 36,447.92,2,14
2021,SC,Rating Area 37,498.58,1,10
2021,SC,Rating Area 38,399.56,3,25
2021,SC,Rating Area 39,522.85,2,14
2021,SC,Rating Area 4,545.82,2,14
2021,SC,Rating Area 40,562.74,2,14
2021,SC,Rating Area 41,453.87,2,14
2021,SC,Rating Area 42,438.76,3,18
2021,SC,Rating Area 43,494.49,2,14
2021,SC,Rating Area 44,441.05,3,18
2021,SC,Rating Area 45,418.98,3,25
2021,SC,Rating Area 46,516.12,2,21
2021,SC,Rating Area 5,399.56,3,25
2021,SC,Rating Area 6,405.94,3,25
2021,SC,Rating Area 7,507.21,2,21
2021,SC,Rating Area 8,417.31,3,27
2021,SC,Rating Area 9,399.56,3,25
2021,SD,Rating Area 1,773.82,2,6
2021,SD,Rating Area 2,473.02,2,11
2021,SD,Rating Area 3,473.02,2,11
2021,SD,Rating Area 4,597.36,2,6
2021,TN,Rating Area 1,434.05,3,19
2021,TN,Rating Area 2,438.12,4,23
2021,TN,Rating Area 3,444.98,4,22
2021,TN,Rating Area 4,446.75,6,32
2021,TN,Rating Area 5,431.68,4,22
2021,TN,Rating Area 6,427.98,6,32
2021,TN,Rating Area 7,576.24,1,2
2021,TN,Rating Area 8,510.33,3,18
2021,TX,Rating Area 1,504.28,2,5
2021,TX,Rating Area 10,380.87,6,56
2021,TX,Rating Area 11,452.14,4,27
2021,TX,Rating Area 12,403.23,3,26
2021,TX,Rating Area 13,426.72,3,25
2021,TX,Rating Area 14,534.32,3,6
2021,TX,Rating Area 15,415.96,3,26
2021,TX,Rating Area 16,467.52,2,5
2021,TX,Rating Area 17,488.14,2,5
2021,TX,Rating Area 18,523.09,2,21
2021,TX,Rating Area 19,390.5,6,55
2021,TX,Rating Area 2,451.84,3,24
2021,TX,Rating Area 20,516.92,2,21
2021,TX,Rating Area 21,520.51,2,5
2021,TX,Rating Area 22,445.45,3,25
2021,TX,Rating Area 23,509.0,2,21
2021,TX,Rating Area 24,441.06,4,27
2021,TX,Rating Area 25,596.61,1,2
2021,TX,Rating Area 26,415.96,8,41
2021,TX,Rating Area 3,441.06,6,50
2021,TX,Rating Area 4,415.96,5,34
2021,TX,Rating Area 5,419.73,3,26
2021,TX,Rating Area 6,441.06,3,24
2021,TX,Rating Area 7,452.68,3,25
2021,TX,Rating Area 8,399.4,6,55
2021,TX,Rating Area 9,397.48,5,32
2021,UT,Rating Area 1,512.62,5,15
2021,UT,Rating Area 2,454.04,6,22
2021,UT,Rating Area 3,443.11,6,22
2021,UT,Rating Area 4,452.3,6,22
2021,UT,Rating Area 5,534.55,3,9
2021,UT,Rating Area 6,556.1,4,9
2021,VA,Rating Area 1,532.7,1,2
2021,VA,Rating Area 10,470.37,6,15
2021,VA,Rating Area 11,477.67,3,10
2021,VA,Rating Area 12,470.3,4,10
2021,VA,Rating Area 2,495.51,3,9
2021,VA,Rating Area 3,470.16,2,4
2021,VA,Rating Area 4,498.97,2,8
2021,VA,Rating Area 5,470.07,1,2
2021,VA,Rating Area 6,495.75,2,4
2021,VA,Rating Area 7,441.45,5,17
2021,VA,Rating Area 8,495.98,1,2
2021,VA,Rating Area 9,471.77,2,6
2021,WI,Rating Area 1,398.35,6,21
2021,WI,Rating Area 10,442.62,3,16
2021,WI,Rating Area 11,396.18,11,56
2021,WI,Rating Area 12,432.79,8,32
2021,WI,Rating Area 13,389.2,5,25
2021,WI,Rating Area 14,416.58,6,44
2021,WI,Rating Area 15,385.91,9,45
2021,WI,Rating Area 16,389.2,8,35
2021,WI,Rating Area 2,386.33,3,19
2021,WI,Rating Area 3,482.61,2,7
2021,WI,Rating Area 4,633.78,2,5
2021,WI,Rating Area 5,517.35,3,8
2021,WI,Rating Area 6,534.15,3,12
2021,WI,Rating Area 7,443.59,4,17
2021,WI,Rating Area 8,621.53,3,17
2021,WI,Rating Area 9,447.43,6,21
2021,WV,Rating Area 1,636.57,2,9
2021,WV,Rating Area 10,558.51,2,9
2021,WV,Rating Area 11,507.73,2,9
2021,WV,Rating Area 2,717.17,2,9
2021,WV,Rating Area 3,741.29,2,9
2021,WV,Rating Area 4,612.45,2,9
2021,WV,Rating Area 5,701.94,2,9
2021,WV,Rating Area 6,618.8,2,9
2021,WV,Rating Area 7,552.16,2,9
2021,WV,Rating Area 8,614.99,2,9
2021,WV,Rating Area 9,692.42,2,9
2021,WY,Rating Area 1,792.8,2,5
2021,WY,Rating Area 2,728.01,2,5
2021,WY,Rating Area 3,792.8,2,5
2022,AK,Rating Area 1,653.0,2,3
2022,AK,Rating Area 2,686.0,2,3
2022,AK,Rating Area 3,670.0,2,3
2022,AL,Rating Area 1,561.89,1,2
2022,AL,Rating Area 10,564.17,2,5
2022,AL,Rating Area 11,592.1,1,2
2022,AL,Rating Area 12,543.77,1,2
2022,AL,Rating Area 13,573.98,2,5
2022,AL,Rating Area 2,622.31,1,2
2022,AL,Rating Area 3,521.96,2,9
2022,AL,Rating Area 4,622.31,1,2
2022,AL,Rating Area 5,570.96,1,2
2022,AL,Rating Area 6,573.98,2,5
2022,AL,Rating Area 7,573.98,1,2
2022,AL,Rating Area 8,561.89,1,2
2022,AL,Rating Area 9,631.38,2,5
2022,AR,Rating Area 1,374.47,6,30
2022,AR,Rating Area 2,374.47,5,19
2022,AR,Rating Area 3,374.47,6,30
2022,AR,Rating Area 4,374.47,5,19
2022,AR,Rating Area 5,374.47,5,19
2022,AR,Rating Area 6,374.47,5,19
2022,AR,Rating Area 7,374.47,5,19
2022,AZ,Rating Area 1,567.21,2,25
2022,AZ,Rating Area 2,615.17,2,9
2022,AZ,Rating Area 3,649.69,1,7
2022,AZ,Rating Area 4,338.69,8,52
2022,AZ,Rating Area 5,386.11,6,47
2022,AZ,Rating Area 6,300.62,5,36
2022,AZ,Rating Area 7,500.42,2,19
2022,DE,Rating Area 1,537.5,1,3
2022,FL,Rating Area 1,502.79,5,49
2022,FL,Rating Area 10,429.59,7,64
2022,FL,Rating Area 11,477.64,4,32
2022,FL,Rating Area 12,564.24,4,37
2022,FL,Rating Area 13,496.15,3,21
2022,FL,Rating Area 14,589.76,3,21
2022,FL,Rating Area 15,437.63,7,61
2022,FL,Rating Area 16,442.99,6,62
2022,FL,Rating Area 17,467.61,6,43
2022,FL,Rating Area 18,507.89,3,19
2022,FL,Rating Area 19,515.29,3,19
2022,FL,Rating Area 2,472.92,4,33
2022,FL,Rating Area 20,605.75,3,21
2022,FL,Rating Area 21,674.51,2,17
2022,FL,Rating Area 22,456.8,2,21
2022,FL,Rating Area 23,629.13,2,17
2022,FL,Rating Area 24,763.31,2,12
2022,FL,Rating Area 25,541.02,3,10
2022,FL,Rating Area 26,432.25,4,45
2022,FL,Rating Area 27,469.37,3,29
2022,FL,Rating Area 28,444.52,8,72
2022,FL,Rating Area 29,518.54,2,17
2022,FL,Rating Area 3,452.04,4,45
2022,FL,Rating Area 30,429.65,6,42
2022,FL,Rating Area 31,519.13,3,25
2022,FL,Rating Area 32,490.42,4,21
2022,FL,Rating Area 33,609.54,2,17
2022,FL,Rating Area 34,455.21,8,79
2022,FL,Rating Area 35,513.49,4,31
2022,FL,Rating Area 36,426.86,6,42
2022,FL,Rating Area 37,541.82,3,29
2022,FL,Rating Area 38,527.23,3,19
2022,FL,Rating Area 39,569.58,2,17
2022,FL,Rating Area 4,569.63,4,29
2022,FL,Rating Area 40,437.28,6,49
2022,FL,Rating Area 41,412.06,5,53
2022,FL,Rating Area 42,460.18,5,47
2022,FL,Rating Area 43,446.87,11,100
2022,FL,Rating Area 44,713.23,1,8
2022,FL,Rating Area 45,536.16,4,31
2022,FL,Rating Area 46,486.95,4,45
2022,FL,Rating Area 47,490.0,3,29
2022,FL,Rating Area 48,477.15,9,82
2022,FL,Rating Area 49,458.51,9,82
2022,FL,Rating Area 5,438.42,6,49
2022,FL,Rating Area 50,436.65,10,83
2022,FL,Rating Area 51,465.44,8,72
2022,FL,Rating Area 52,457.39,8,72
2022,FL,Rating Area 53,467.8,4,38
2022,FL,Rating Area 54,470.11,3,25
2022,FL,Rating Area 55,447.8,6,62
2022,FL,Rating Area 56,426.31,6,47
2022,FL,Rating Area 57,466.61,11,93
2022,FL,Rating Area 58,412.63,5,41
2022,FL,Rating Area 59,469.18,6,56
2022,FL,Rating Area 6,422.35,11,95
2022,FL,Rating Area 60,395.16,3,33
2022,FL,Rating Area 61,567.53,4,37
2022,FL,Rating Area 62,626.02,1,4
2022,FL,Rating Area 63,610.87,3,25
2022,FL,Rating Area 64,450.38,8,62
2022,FL,Rating Area 65,469.61,4,21
2022,FL,Rating Area 66,446.54,3,33
2022,FL,Rating Area 67,517.8,2,17
2022,FL,Rating Area 7,480.75,3,19
2022,FL,Rating Area 8,407.43,5,51
2022,FL,Rating Area 9,420.58,4,45
2022,GA,Rating Area 1,349.01,3,32
2022,GA,Rating Area 10,313.31,5,47
2022,GA,Rating Area 11,311.13,4,41
2022,GA,Rating Area 12,325.11,5,43
2022,GA,Rating Area 13,313.65,5,47
2022,GA,Rating Area 14,392.35,7,42
2022,GA,Rating Area 15,332.47,4,41
2022,GA,Rating Area 16,355.33,3,35
2022,GA,Rating Area 2,397.92,7,41
2022,GA,Rating Area 3,404.73,11,81
2022,GA,Rating Area 4,367.41,3,35
2022,GA,Rating Area 5,413.75,5,34
2022,GA,Rating Area 6,317.9,3,26
2022,GA,Rating Area 7,392.96,3,35
2022,GA,Rating Area 8,392.69,7,51
2022,GA,Rating Area 9,382.14,3,35
2022,HI,Rating Area 1,468.09,2,4
2022,IA,Rating Area 1,507.62,2,5
2022,IA,Rating Area 2,421.86,3,14
2022,IA,Rating Area 3,429.87,3,14
2022,IA,Rating Area 4,509.82,2,5
2022,IA,Rating Area 5,483.88,2,5
2022,IA,Rating Area 6,436.3,3,15
2022,IA,Rating Area 7,430.34,3,14
2022,IL,Rating Area 1,309.67,7,59
2022,IL,Rating Area 10,613.17,2,6
2022,IL,Rating Area 11,623.45,2,6
2022,IL,Rating Area 12,408.0,3,18
2022,IL,Rating Area 13,722.26,2,6
2022,IL,Rating Area 2,392.57,5,37
2022,IL,Rating Area 3,369.33,7,54
2022,IL,Rating Area 4,381.91,7,41
2022,IL,Rating Area 5,539.88,3,9
2022,IL,Rating Area 6,413.86,3,19
2022,IL,Rating Area 7,593.84,2,7
2022,IL,Rating Area 8,589.23,2,6
2022,IL,Rating Area 9,589.23,2,6
2022,IN,Rating Area 1,377.66,3,20
2022,IN,Rating Area 10,405.08,4,25
2022,IN,Rating Area 11,397.83,4,25
2022,IN,Rating Area 12,399.09,3,22
2022,IN,Rating Area 13,402.72,4,25
2022,IN,Rating Area 14,369.99,2,19
2022,IN,Rating Area 15,345.98,4,25
2022,IN,Rating Area 16,335.78,2,19
2022,IN,Rating Area 17,395.3,3,22
2022,IN,Rating Area 2,398.1,2,19
2022,IN,Rating Area 3,404.87,3,22
2022,IN,Rating Area 4,422.68,2,19
2022,IN,Rating Area 5,386.44,4,25
2022,IN,Rating Area 6,379.86,4,25
2022,IN,Rating Area 7,374.3,4,25
2022,IN,Rating Area 8,384.28,4,25
2022,IN,Rating Area 9,415.62,4,25
2022,KS,Rating Area 1,424.44,6,33
2022,KS,Rating Area 2,466.38,3,16
2022,KS,Rating Area 3,454.01,3,15
2022,KS,Rating Area 4,449.92,3,15
2022,KS,Rating Area 5,473.68,3,15
2022,KS,Rating Area 6,441.08,5,25
2022,KS,Rating Area 7,431.65,3,16
2022,LA,Rating Area 1,457.88,4,17
2022,LA,Rating Area 2,556.77,3,6
2022,LA,Rating Area 3,558.55,4,12
2022,LA,Rating Area 4,497.45,4,10
2022,LA,Rating Area 5,487.73,5,20
2022,LA,Rating Area 6,506.06,4,10
2022,LA,Rating Area 7,558.33,4,12
2022,LA,Rating Area 8,441.27,4,12
2022,MI,Rating Area 1,288.7,8,51
2022,MI,Rating Area 10,384.84,6,34
2022,MI,Rating Area 11,383.32,6,27
2022,MI,Rating Area 12,325.21,8,46
2022,MI,Rating Area 13,390.03,5,14
2022,MI,Rating Area 14,346.21,4,13
2022,MI,Rating Area 15,344.52,5,23
2022,MI,Rating Area 16,610.59,2,2
2022,MI,Rating Area 2,289.14,8,52
2022,MI,Rating Area 3,381.09,4,15
2022,MI,Rating Area 4,315.91,6,33
2022,MI,Rating Area 5,287.63,6,30
2022,MI,Rating Area 6,376.48,5,22
2022,MI,Rating Area 7,371.43,6,30
2022,MI,Rating Area 8,364.1,5,17
2022,MI,Rating Area 9,386.04,5,28
2022,MO,Rating Area 1,508.61,4,27
2022,MO,Rating Area 10,541.44,2,9
2022,MO,Rating Area 2,511.15,3,10
2022,MO,Rating Area 3,435.72,6,39
2022,MO,Rating Area 4,527.77,3,22
2022,MO,Rating Area 5,556.18,4,12
2022,MO,Rating Area 6,385.08,7,46
2022,MO,Rating Area 7,435.24,3,19
2022,MO,Rating Area 8,433.07,5,29
2022,MO,Rating Area 9,454.28,3,23
2022,MS,Rating Area 1,437.74,2,17
2022,MS,Rating Area 2,454.5,3,23
2022,MS,Rating Area 3,443.76,3,18
2022,MS,Rating Area 4,455.94,4,24
2022,MS,Rating Area 5,443.16,4,24
2022,MS,Rating Area 6,450.68,4,24
2022,MT,Rating Area 1,357.18,3,9
2022,MT,Rating Area 2,462.17,3,9
2022,MT,Rating Area 3,411.96,3,9
2022,MT,Rating Area 4,476.48,3,8
2022,NC,Rating Area 1,566.93,10,49
2022,NC,Rating Area 10,502.42,6,28
2022,NC,Rating Area 11,448.38,8,40
2022,NC,Rating Area 12,635.34,5,19
2022,NC,Rating Area 13,434.92,7,32
2022,NC,Rating Area 14,461.11,6,26
2022,NC,Rating Area 15,536.17,7,37
2022,NC,Rating Area 16,638.44,6,21
2022,NC,Rating Area 2,539.04,8,37
2022,NC,Rating Area 3,454.74,7,33
2022,NC,Rating Area 4,474.67,6,32
2022,NC,Rating Area 5,456.75,6,30
2022,NC,Rating Area 6,427.93,7,40
2022,NC,Rating Area 7,413.12,8,37
2022,NC,Rating Area 8,509.59,4,20
2022,NC,Rating Area 9,519.43,6,26
2022,ND,Rating Area 1,418.6,2,8
2022,ND,Rating Area 2,418.6,3,9
2022,ND,Rating Area 3,448.55,3,7
2022,ND,Rating Area 4,418.6,3,10
2022,NE,Rating Area 1,539.65,4,37
2022,NE,Rating Area 2,493.94,4,35
2022,NE,Rating Area 3,624.13,4,26
2022,NE,Rating Area 4,796.97,4,22
2022,NH,Rating Area 1,304.66,3,19
2022,OH,Rating Area 1,365.01,6,40
2022,OH,Rating Area 10,387.92,5,35
2022,OH,Rating Area 11,318.9,6,49
2022,OH,Rating Area 12,353.58,6,52
2022,OH,Rating Area 13,374.35,5,35
2022,OH,Rating Area 14,382.87,6,42
2022,OH,Rating Area 15,362.55,8,67
2022,OH,Rating Area 16,392.26,8,86
2022,OH,Rating Area 17,371.97,4,24
2022,OH,Rating Area 2,374.84,5,39
2022,OH,Rating Area 3,372.12,5,35
2022,OH,Rating Area 4,373.1,5,39
2022,OH,Rating Area 5,369.73,5,43
2022,OH,Rating Area 6,361.23,6,40
2022,OH,Rating Area 7,442.59,4,24
