market_year,state,issuer_id,issuer_name,plan_count,product_count,network_count,service_area_count,new_plan_count
2026,AL,17091,Oscar Insurance Company,9,1,1,1,9
2026,AL,46944,Blue Cross and Blue Shield of Alabama,14,14,2,3,2
2026,AL,53932,Ambetter of Alabama,18,2,1,1,3
2026,AL,69461,UnitedHealthcare,13,2,1,1,2
2026,AR,13262,Health Advantage,8,1,1,1,3
2026,AR,37903,Ambetter from Arkansas Health & Wellness,7,2,1,1,3
2026,AR,48772,Octave,6,1,1,1,1
2026,AR,62141,Ambetter from Arkansas Health & Wellness,14,2,1,1,0
2026,AR,70525,Ambetter from Arkansas Health & Wellness,10,2,1,1,4
2026,AR,75293,Arkansas Blue Cross and Blue Shield,7,1,1,1,2
2026,AZ,13877,"Oscar Health Plan, Inc.",17,1,1,1,8
2026,AZ,40702,UnitedHealthcare,14,2,1,1,2
2026,AZ,53901,Blue Cross Blue Shield of Arizona,115,1,4,12,0
2026,AZ,68445,"Antidote Health Plan of Arizona, Inc.",16,3,1,1,0
2026,AZ,85533,"Imperial Insurance Companies, Inc.",5,2,1,1,0
2026,AZ,91450,Ambetter from Arizona Complete Health,16,2,1,1,0
2026,AZ,97667,"Cigna HealthCare of Arizona, Inc",16,1,1,2,8
2026,DE,64004,Ambetter Health of Delaware,17,2,1,1,0
2026,DE,72760,AmeriHealth Caritas Next,8,1,1,1,0
2026,DE,76168,Highmark Blue Cross Blue Shield Delaware,15,4,1,1,1
2026,FL,13887,22 Health,5,1,1,1,5
2026,FL,16842,Florida Blue (BlueCross BlueShield FL),33,4,2,2,0
2026,FL,19898,AvMed,64,2,1,5,0
2026,FL,21525,Oscar Health Maintenance Organization of Florida,34,2,2,3,34
2026,FL,30252,Florida Blue HMO (a BlueCross BlueShield FL company),83,4,2,7,11
2026,FL,36194,"Health First Commercial Plans, Inc.",24,8,2,3,2
2026,FL,44228,Wellpoint,13,1,3,1,0
2026,FL,48121,Cigna Healthcare,26,1,1,3,16
2026,FL,49004,Ambetter Health,38,2,1,2,4
2026,FL,54172,Molina Healthcare,22,6,2,3,13
2026,FL,56503,Florida Health Care Plans,23,23,1,1,0
2026,FL,66966,Capital Health Plan,8,1,1,1,2
2026,FL,67926,AmeriHealth Caritas Next,8,1,1,1,0
2026,FL,68398,UnitedHealthcare,17,3,1,1,5
2026,FL,79850,"Cigna HealthCare of Florida, Inc.",5,1,1,1,5
2026,FL,86382,Ambetter Health,7,1,1,1,1
2026,HI,18350,HMSA,7,1,3,1,0
2026,HI,60612,Kaiser Permanente,10,1,1,1,0
2026,IA,25896,"Wellmark Health Plan of Iowa, Inc.",10,1,2,2,0
2026,IA,45819,Oscar Insurance Company,26,1,2,3,6
2026,IA,48286,Ambetter Health,16,2,1,1,1
2026,IA,56610,UnitedHealthcare,12,2,1,1,0
2026,IA,74980,Avera Health Plans,12,1,1,1,12
2026,IA,93078,Medica,45,5,4,6,0
2026,IN,17575,Anthem Blue Cross and Blue Shield,15,2,3,1,0
2026,IN,35065,Ambetter Health,10,2,1,1,0
2026,IN,54192,CareSource,22,2,1,1,0
2026,IN,72850,UnitedHealthcare,15,2,1,1,1
2026,IN,94419,Cigna Healthcare,18,1,1,2,10
2026,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",9,2,1,1,0
2026,KS,34368,Ambetter from Sunflower Health Plan,16,2,1,1,0
2026,KS,39520,Medica,9,1,1,1,0
2026,KS,43490,Oscar Insurance Company,6,1,1,1,1
2026,KS,94248,Blue Cross and Blue Shield of Kansas City,9,1,3,1,4
2026,KS,94968,UnitedHealthcare,15,2,1,1,2
2026,LA,19636,HMO Louisiana,40,5,5,11,6
2026,LA,38246,AmeriHealth Caritas Next,8,1,1,1,8
2026,LA,69842,UnitedHealthcare,13,2,1,1,2
2026,LA,90787,Ambetter from Louisiana Healthcare Connections,16,2,1,1,1
2026,LA,97176,Blue Cross and Blue Shield of Louisiana,8,2,1,1,0
2026,LA,98780,CHRISTUS Health Plan,15,1,1,2,15
2026,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,9,3,1,2,0
2026,MI,29698,Priority Health,48,1,6,6,43
2026,MI,58594,Ambetter from Meridian,9,2,1,1,0
2026,MI,71667,UnitedHealthcare,13,2,1,1,4
2026,MI,74917,McLaren Health Plan Community,9,1,1,1,0
2026,MI,77739,Oscar Insurance Company,8,1,1,1,0
2026,MI,98185,Blue Care Network of Michigan,20,3,3,6,0
2026,MO,32753,Anthem Blue Cross and Blue Shield,20,2,4,2,10
2026,MO,34762,Blue Cross and Blue Shield of Kansas City,14,1,4,3,4
2026,MO,47840,Medica,9,1,1,1,2
2026,MO,53461,Medica,27,3,3,3,0
2026,MO,69512,Oscar Insurance Company,11,1,1,1,3
2026,MO,95426,UnitedHealthcare,13,2,1,1,2
2026,MO,96384,Cox HealthPlans,7,1,1,1,0
2026,MO,99723,Ambetter Health,16,2,1,1,1
2026,MS,20635,"Oscar Health Plan, Inc.",7,1,1,1,7
2026,MS,56766,Cigna Healthcare,10,1,1,1,1
2026,MS,79975,Molina Healthcare,2,1,1,1,0
2026,MS,90714,Ambetter Health,14,2,1,1,1
2026,MS,97560,UnitedHealthcare,15,2,1,1,2
2026,MT,23603,PacificSource Health Plans,8,1,1,1,8
2026,MT,30751,Blue Cross and Blue Shield of Montana,67,2,2,7,0
2026,MT,32225,Mountain Health CO-OP,15,3,3,2,0
2026,NC,11512,Blue Cross and Blue Shield of NC,117,7,7,15,12
2026,NC,17414,AmeriHealth Caritas Next,8,1,1,1,0
2026,NC,54332,UnitedHealthcare,13,2,1,1,2
2026,NC,69803,"Oscar Health Plan of North Carolina, Inc",22,1,1,2,6
2026,NC,73943,Cigna Healthcare,17,1,1,2,3
2026,NC,77264,Ambetter of North Carolina,29,2,1,2,2
2026,ND,37160,Blue Cross Blue Shield of North Dakota,14,2,3,4,1
2026,ND,73751,Medica,27,3,3,4,0
2026,ND,89364,Sanford Health Plan,18,2,2,2,0
2026,NE,13484,Ambetter Health,16,2,1,1,16
2026,NE,20305,Medica,36,4,3,5,0
2026,NE,29678,Blue Cross and Blue Shield of Nebraska,78,22,3,5,34
2026,NE,57424,Oscar Insurance Company,20,1,2,3,12
2026,NE,73102,UnitedHealthcare,14,2,1,1,1
2026,NH,13219,WellSense Health Plan,7,1,1,1,0
2026,NH,59025,Harvard Pilgrim Health Care,9,1,2,1,9
2026,NH,75841,Ambetter from NH Healthy Families,18,2,1,1,0
2026,NH,96751,Anthem Blue Cross and Blue Shield,12,1,2,1,1
2026,OH,29276,Anthem Blue Cross and Blue Shield,11,1,3,1,0
2026,OH,29341,Oscar Health Insurance,16,1,1,1,7
2026,OH,31981,"Antidote Health Plan of Ohio, Inc.",15,3,1,1,0
2026,OH,33931,UnitedHealthcare,17,2,1,1,9
2026,OH,41047,Ambetter from Buckeye Health Plan,16,2,1,1,0
2026,OH,45845,Oscar Insurance Corporation of Ohio,16,1,1,1,5
2026,OH,52664,SummaCare,17,2,1,1,1
2026,OH,64353,Molina Healthcare,22,4,1,2,12
2026,OH,74313,Paramount,26,1,1,2,6
2026,OH,77552,CareSource,21,2,1,2,2
2026,OH,99969,MedMutual,12,1,1,1,6
2026,OK,21333,Medica,27,3,2,3,0
2026,OK,45480,UnitedHealthcare,13,2,1,1,2
2026,OK,58944,Mending Health,6,1,2,1,0
2026,OK,62505,Ambetter of Oklahoma,20,2,1,1,5
2026,OK,87571,Blue Cross and Blue Shield of Oklahoma,92,2,3,13,0
2026,OK,91908,Oscar Insurance Company,14,1,1,1,6
2026,OK,98905,CommunityCare,14,3,3,3,4
2026,OR,10091,PacificSource Health Plans,9,2,1,1,9
2026,OR,39424,"Moda Health Plan, Inc.",13,5,1,1,0
2026,OR,56707,Providence Health Plan,11,9,3,3,0
2026,OR,63474,BridgeSpan Health Company,3,1,1,1,0
2026,OR,71287,Kaiser Permanente,9,1,1,1,0
2026,OR,77969,Regence BlueCross BlueShield of Oregon,14,3,2,2,2
2026,SC,26065,BlueCross BlueShield of South Carolina,74,10,6,7,3
2026,SC,33764,UnitedHealthcare,17,4,1,1,10
2026,SC,33863,InStil Health,5,1,1,1,0
2026,SC,42326,Molina Healthcare,12,3,1,1,5
2026,SC,73107,First Choice Next,8,1,1,1,0
2026,SC,79222,Ambetter from Absolute Total Care,9,2,1,1,0
2026,SD,31195,Sanford Health Plan,18,2,2,2,0
2026,SD,50305,"Wellmark of South Dakota, Inc.",14,1,2,2,0
2026,SD,60536,Avera Health Plans,35,2,2,3,13
2026,TN,14002,BlueCross BlueShield of Tennessee,96,1,2,8,34
2026,TN,23552,Oscar Insurance Company,15,1,1,1,6
2026,TN,29854,"Alliant Health Plans, Inc.",9,1,1,1,0
2026,TN,69443,UnitedHealthcare,12,2,1,1,1
2026,TN,70111,Ambetter of Tennessee,16,2,1,1,0
2026,TN,99248,Cigna Healthcare,10,1,1,1,1
2026,TX,11718,Community Health Choice,6,1,1,1,0
2026,TX,17933,"Moda Health Plan, Inc.",5,1,1,1,0
2026,TX,20069,Oscar Insurance Company,100,2,2,9,35
2026,TX,27248,Community Health Choice,11,1,3,3,2
2026,TX,29418,Ambetter from Superior HealthPlan,12,2,1,1,3
2026,TX,33602,Blue Cross and Blue Shield of Texas,546,2,2,40,0
2026,TX,34826,"Imperial Insurance Companies, Inc.",7,3,1,1,0
2026,TX,37758,Harbor Health,4,1,1,1,4
2026,TX,40220,UnitedHealthcare,20,2,2,3,7
2026,TX,40788,Baylor Scott and White Health Plan,10,1,1,2,1
2026,TX,45786,Molina Healthcare,12,3,1,1,3
2026,TX,47501,WellPoint,21,2,3,1,0
2026,TX,63251,Community First,4,2,1,1,0
2026,TX,66252,CHRISTUS Health Plan,18,1,1,4,18
2026,TX,70754,UnitedHealthcare,11,2,1,1,11
2026,TX,71837,"Sendero Health Plans, Local Nonprofit",7,1,1,1,0
2026,TX,76589,Cigna Healthcare,22,1,1,2,0
2026,TX,87226,Ambetter from Superior HealthPlan,18,6,1,3,0
2026,UT,18167,Molina Healthcare,8,3,1,1,2
2026,UT,22013,Regence BlueCross BlueShield of Utah,8,3,1,1,1
2026,UT,34541,BridgeSpan Health Company,3,1,1,1,0
2026,UT,42261,University of Utah Health Plans,12,1,2,2,0
2026,UT,68781,Select Health,21,3,3,3,0
2026,UT,98113,"Imperial Health Plan of the Southwest, Inc.",5,2,1,1,0
2026,WI,20173,HealthPartners,16,1,3,3,0
2026,WI,37833,Quartz,57,3,2,3,12
2026,WI,38166,Security Health Plan,34,4,4,4,4
2026,WI,38345,Dean Health Plan,27,3,3,3,0
2026,WI,57845,Medica,27,3,3,4,0
2026,WI,58326,MercyCare Health Plans,6,1,1,1,0
2026,WI,79475,Anthem Blue Cross and Blue Shield,54,2,4,6,0
2026,WI,80180,UnitedHealthcare,13,2,1,1,5
2026,WI,81413,Network Health,26,4,1,2,0
2026,WI,86584,Aspirus Health Plan,12,2,1,1,0
2026,WI,87416,CareSource (Common Ground Healthcare),18,2,1,1,0
2026,WI,94529,Group Health Cooperative-SCW,21,1,2,2,0
2026,WV,31274,Highmark Blue Cross Blue Shield West Virginia,15,6,1,1,3
2026,WV,50328,CareSource,22,2,1,1,2
2026,WY,11269,Blue Cross Blue Shield of Wyoming,11,2,1,1,0
2026,WY,49714,UnitedHealthcare,12,2,1,1,0
