market_year,state,issuer_id,issuer_name,plan_count,product_count,network_count,service_area_count,new_plan_count
2023,VA,10207,CareFirst BlueChoice,5,1,2,1,2
2023,VA,20507,Optima Health Plan,9,1,2,1,4
2023,VA,24251,UnitedHealthcare,14,1,2,1,5
2023,VA,25922,Oscar Insurance Company,21,1,1,1,4
2023,VA,37204,"Piedmont Community HealthCare HMO, Inc.",5,1,1,1,0
2023,VA,38234,Aetna Life Insurance Company,8,1,2,2,4
2023,VA,40308,CareFirst BlueCross BlueShield,4,1,2,1,2
2023,VA,41921,Cigna Health and Life Insurance Company,21,1,1,1,8
2023,VA,86443,"Innovation Health Plan, Inc.",9,1,1,1,5
2023,VA,88380,"HealthKeepers, Inc.",14,1,1,1,5
2023,VA,93187,Aetna Health Inc.,18,1,2,2,18
2023,VA,95185,Kaiser Permanente,17,1,1,1,4
2023,WI,14630,Chorus Community Health Plans,12,1,1,1,4
2023,WI,20173,HealthPartners,26,1,3,3,14
2023,WI,37833,Quartz,144,4,2,3,133
2023,WI,38166,Security Health Plan,32,4,4,4,17
2023,WI,38345,Dean Health Plan,104,3,3,6,54
2023,WI,52697,Molina Healthcare,6,2,1,1,2
2023,WI,57845,Medica,27,3,3,4,15
2023,WI,58326,MercyCare Health Plans,8,1,1,1,4
2023,WI,79475,Anthem Blue Cross and Blue Shield,65,1,2,5,57
2023,WI,81413,Network Health,20,4,2,2,4
2023,WI,86584,Aspirus Health Plan,14,2,1,1,2
2023,WI,87416,Common Ground Healthcare Cooperative,37,3,1,2,3
2023,WI,94529,Group Health Cooperative-SCW,42,2,2,3,10
2023,WV,31274,Highmark Blue Cross Blue Shield West Virginia,13,8,1,1,13
2023,WV,50328,CareSource,13,2,1,1,2
2023,WY,11269,Blue Cross Blue Shield of Wyoming,18,2,1,1,4
2023,WY,38576,Mountain Health CO-OP,7,1,1,1,3
2024,AK,38344,Premera Blue Cross Blue Shield of Alaska,9,4,1,1,1
2024,AK,73836," Moda Health Plan, Inc.",7,5,1,1,0
2024,AL,46944,Blue Cross and Blue Shield of Alabama,12,12,2,2,0
2024,AL,53932,Ambetter of Alabama,18,2,1,1,3
2024,AL,69461,UnitedHealthcare,14,2,1,1,6
2024,AR,13262,Health Advantage,5,1,1,1,2
2024,AR,37903,Ambetter from Arkansas Health & Wellness,5,1,1,1,0
2024,AR,48772,Octave,5,1,1,1,5
2024,AR,62141,Ambetter from Arkansas Health & Wellness,22,2,1,1,3
2024,AR,70525,Ambetter from Arkansas Health & Wellness,7,1,1,1,0
2024,AR,75293,Arkansas Blue Cross and Blue Shield,8,1,1,1,1
2024,AZ,13877,"Oscar Health Plan, Inc.",13,1,1,1,0
2024,AZ,23435,BannerAetna,11,1,1,1,5
2024,AZ,32311,Medica,9,1,1,1,1
2024,AZ,40702,UnitedHealthcare,15,2,1,1,4
2024,AZ,53901,Blue Cross Blue Shield of Arizona,131,2,5,13,6
2024,AZ,85533,"Imperial Insurance Companies, Inc.",5,2,1,1,0
2024,AZ,91450,Ambetter from Arizona Complete Health ,29,3,2,2,3
2024,AZ,97667,"Cigna HealthCare of Arizona, Inc",12,1,1,1,0
2024,DE,64004,Ambetter Health of Delaware,24,2,1,1,24
2024,DE,67190,Aetna CVS Health,6,1,1,1,3
2024,DE,72760,AmeriHealth Caritas Next,6,1,1,1,2
2024,DE,76168,Highmark Blue Cross Blue Shield Delaware,18,8,1,1,2
2024,FL,16842,Florida Blue (BlueCross BlueShield FL),28,2,2,2,15
2024,FL,18628,Aetna CVS Health,9,1,1,1,4
2024,FL,19898,AvMed,83,2,1,5,0
2024,FL,21663,Ambetter from Sunshine Health,48,2,1,2,6
2024,FL,30252,Florida Blue HMO (a BlueCross BlueShield FL company),60,3,2,7,34
2024,FL,36194,"Health First Commercial Plans, Inc. ",19,4,2,3,0
2024,FL,40572,Oscar Insurance Company of Florida,27,2,1,2,0
2024,FL,48121,Cigna Healthcare,13,1,1,1,0
2024,FL,54172,Molina Healthcare,10,3,2,2,1
2024,FL,56503,Florida Health Care Plans,35,35,1,1,4
2024,FL,66966,Capital Health Plan,6,1,1,1,4
2024,FL,67926,AmeriHealth Caritas Next,6,1,1,1,2
2024,FL,68398,UnitedHealthcare,16,2,2,1,7
2024,FL,86382,Ambetter from Sunshine Health,20,3,3,3,0
2024,GA,15105,"Cigna HealthCare of Georgia, Inc",12,1,1,1,0
2024,GA,43802,UnitedHealthcare,16,2,2,1,8
2024,GA,45334,Anthem Blue Cross and Blue Shield,6,1,2,1,6
2024,GA,49046,Anthem Blue Cross and Blue Shield,55,1,5,10,3
2024,GA,58081,Oscar Health Plan of Georgia,13,1,1,1,0
2024,GA,60224,CareSource,15,2,1,1,8
2024,GA,70893,Ambetter from Peach State Health Plan,32,5,4,4,3
2024,GA,82824,Aetna CVS Health,10,1,1,1,5
2024,GA,83761,Alliant Health Plans,48,2,1,1,29
2024,GA,89942,Kaiser Permanente,24,2,2,2,0
2024,HI,18350,HMSA,7,1,3,1,0
2024,HI,60612,Kaiser Permanente,11,1,1,1,0
2024,IA,25896,"Wellmark Health Plan of Iowa, Inc.",12,1,2,2,0
2024,IA,45819,Oscar Insurance Company,26,1,1,2,13
2024,IA,93078,Medica,47,5,6,12,17
2024,IL,11574,"Oscar Health Plan, Inc.",20,2,2,3,0
2024,IL,20129,Health Alliance,11,2,1,1,0
2024,IL,27833,Ambetter of Illinois,26,2,1,1,3
2024,IL,32355,Molina Healthcare,7,2,1,1,1
2024,IL,36096,Blue Cross and Blue Shield of Illinois ,218,2,4,20,22
2024,IL,42529,UnitedHealthcare,16,2,2,1,7
2024,IL,53882,Cigna Healthcare,14,1,2,2,0
2024,IL,54322,MercyCare Health Plans,5,1,1,1,0
2024,IL,65280,Medica,11,1,1,1,2
2024,IL,72547,Aetna CVS Health,9,1,1,1,9
2024,IL,85773,Quartz,44,2,2,2,33
2024,IL,99129,Aetna CVS Health,27,1,3,3,22
2024,IN,17575,Anthem Blue Cross and Blue Shield,14,2,2,1,0
2024,IN,35755,US Health and Life,7,1,1,1,0
2024,IN,54192,CareSource,21,2,1,1,8
2024,IN,76179,Ambetter from MHS,26,2,1,1,3
2024,IN,94419,Cigna Healthcare,12,1,1,1,1
2024,IN,96992,Aetna CVS Health,9,1,1,1,9
2024,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",9,2,1,1,0
2024,KS,32542,US Health and Life,7,1,1,1,0
2024,KS,34368,Ambetter from Sunflower Health Plan,24,2,1,1,3
2024,KS,39520,Medica,14,2,2,3,3
2024,KS,43490,Oscar Insurance Company,12,1,1,1,0
2024,KS,84600,Aetna CVS Health,9,1,1,1,9
2024,KS,94248,Blue Cross and Blue Shield of Kansas City,11,1,4,1,0
2024,KS,94968,UnitedHealthcare,12,2,1,1,6
2024,LA,19636,HMO Louisiana,31,5,5,8,1
2024,LA,69842,UnitedHealthcare,12,2,1,1,7
2024,LA,90787,Ambetter from Louisiana Healthcare Connections,22,2,1,1,22
2024,LA,97176,Blue Cross and Blue Shield of Louisiana,9,2,1,1,1
2024,LA,98780,CHRISTUS Health Plan,27,9,1,3,3
2024,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company ,9,3,1,2,1
2024,MI,29698,Priority Health,49,1,6,6,44
2024,MI,40047,Molina Healthcare,7,2,1,1,1
2024,MI,58594,Ambetter from Meridian,27,3,2,1,3
2024,MI,60829,University of Michigan Health Plan,10,2,1,1,0
2024,MI,71667,UnitedHealthcare,16,2,2,1,8
2024,MI,74917,McLaren Health Plan Community,12,1,1,2,0
2024,MI,77739,Oscar Insurance Company,12,1,1,1,0
2024,MI,98185,Blue Care Network of Michigan,27,4,5,8,0
2024,MO,32753,Anthem Blue Cross and Blue Shield,12,1,2,1,1
2024,MO,34762,Blue Cross and Blue Shield of Kansas City,15,1,4,3,0
2024,MO,47840,Medica,14,1,1,1,0
2024,MO,48161,Aetna CVS Health,27,1,3,3,12
2024,MO,53461,Medica,30,3,3,3,6
2024,MO,69512,Oscar Insurance Company,12,1,1,1,0
2024,MO,95426,UnitedHealthcare,13,2,1,1,8
2024,MO,96384,Cox HealthPlans,8,1,1,1,4
2024,MO,99723,Ambetter from Home State Health,28,2,1,1,3
2024,MS,14624,Primewell Health Services of Mississippi,8,1,1,1,3
2024,MS,56766,Cigna Healthcare,12,1,1,1,1
2024,MS,79975,Molina Healthcare,9,2,1,1,1
2024,MS,90714,Ambetter from Magnolia Health,23,3,2,1,3
2024,MS,97560,UnitedHealthcare,13,2,1,1,6
2024,MT,23603,PacificSource Health Plans,9,1,1,1,0
2024,MT,30751,Blue Cross and Blue Shield of Montana,61,2,2,7,0
2024,MT,32225,Mountain Health CO-OP,21,3,3,2,0
2024,NC,11512,Blue Cross and Blue Shield of NC,146,5,5,14,40
2024,NC,13591,CareSource,14,2,1,1,6
2024,NC,17414,AmeriHealth Caritas Next,6,1,1,1,2
2024,NC,44007,WellCare of North Carolina,6,1,1,1,0
2024,NC,54332,UnitedHealthcare,15,2,1,1,6
2024,NC,61671,Aetna CVS Health,11,1,1,1,5
2024,NC,69803,"Oscar Health Plan of North Carolina, Inc",13,1,1,1,0
2024,NC,73943,Cigna Healthcare,11,1,1,1,0
2024,NC,77264,Ambetter of North Carolina,45,3,2,2,6
2024,ND,37160,Blue Cross Blue Shield of North Dakota,14,3,3,3,2
2024,ND,73751,Medica,27,3,3,4,5
2024,ND,89364,Sanford Health Plan,26,2,2,2,2
2024,NE,20305,Medica,32,3,3,5,8
2024,NE,26289,Ambetter from Nebraska Total Care,26,2,1,1,3
2024,NE,29678,Blue Cross and Blue Shield of Nebraska,29,6,3,5,0
2024,NE,57424,Oscar Insurance Company,13,1,1,1,0
2024,NH,59025,Harvard Pilgrim Health Care,13,1,2,1,13
2024,NH,75841,Ambetter from NH Healthy Families,20,2,1,1,3
2024,NH,96751,Anthem Blue Cross and Blue Shield,14,1,2,1,0
2024,OH,28162,AultCare Insurance Company,16,1,2,2,0
2024,OH,29276,Anthem Blue Cross and Blue Shield,14,1,2,1,0
2024,OH,29341,Oscar Health Insurance,14,1,1,1,0
2024,OH,33931,UnitedHealthcare,16,2,2,1,7
2024,OH,41047,Ambetter from Buckeye Health Plan,24,2,1,1,3
2024,OH,45845,Oscar Insurance Corporation of Ohio,15,1,1,1,0
2024,OH,52664,SummaCare,14,1,1,1,1
2024,OH,64353,Molina Healthcare,7,2,1,1,1
2024,OH,74313,Paramount,18,1,1,2,1
2024,OH,77552,CareSource,16,2,1,1,8
2024,OH,84867,Aetna CVS Health,9,1,1,1,9
2024,OH,99969,MedMutual,16,1,2,2,16
2024,OK,21333,Medica,20,2,3,4,4
2024,OK,45480,UnitedHealthcare,13,2,1,1,8
2024,OK,58944,Taro Health Plan,6,1,2,1,6
2024,OK,62505,Ambetter of Oklahoma,22,2,1,1,3
2024,OK,87571,Blue Cross and Blue Shield of Oklahoma,93,2,3,12,19
2024,OK,91908,Oscar Insurance Company,11,1,1,1,1
2024,OK,98905,CommunityCare,11,1,1,1,1
2024,OR,10091,PacificSource Health Plans,10,2,1,1,1
2024,OR,39424,"Moda Health Plan, Inc.",24,3,2,2,0
2024,OR,56707,Providence Health Plan,11,9,3,3,0
2024,OR,63474,BridgeSpan Health Company,3,1,1,1,0
2024,OR,71287,Kaiser Permanente,11,1,1,1,0
2024,OR,77969,Regence BlueCross BlueShield of Oregon,17,2,2,2,0
2024,SC,26065,BlueCross BlueShield of South Carolina,51,8,5,5,32
2024,SC,33764,UnitedHealthcare,13,2,1,1,13
2024,SC,42326,Molina Healthcare,7,2,1,1,1
2024,SC,73033,Cigna Healthcare of South Carolina,11,1,1,1,0
2024,SC,73107,First Choice Next,6,1,1,1,2
2024,SC,79222,Ambetter from Absolute Total Care,24,3,2,1,3
2024,SD,31195,Sanford Health Plan,26,2,2,2,2
2024,SD,50305,"Wellmark of South Dakota, Inc.",14,1,2,2,7
2024,SD,60536,Avera Health Plans,32,2,2,3,9
2024,TN,14002,BlueCross BlueShield of Tennessee,116,1,3,8,80
2024,TN,23552,Oscar Insurance Company,14,1,1,1,2
2024,TN,31663,US Health and Life,7,1,1,1,0
2024,TN,69443,UnitedHealthcare,13,2,1,1,5
2024,TN,70111,Ambetter of Tennessee,32,4,2,3,6
2024,TN,99248,Cigna Healthcare,12,1,1,1,0
2024,TX,17933,"Moda Health Plan, Inc.",10,1,1,1,0
2024,TX,20069,Oscar Insurance Company,21,2,2,4,4
2024,TX,27248,Community Health Choice,12,1,4,2,0
2024,TX,29418,Ambetter from Superior HealthPlan,16,2,1,1,2
2024,TX,33602,Blue Cross and Blue Shield of Texas,588,2,2,36,75
2024,TX,34826,"Imperial Insurance Companies, Inc.",7,3,1,1,1
2024,TX,40220,UnitedHealthcare,20,2,3,3,12
2024,TX,40788,Baylor Scott and White Health Plan,9,1,1,1,0
2024,TX,45786,Molina Healthcare,8,3,1,1,0
2024,TX,57125,US Health and Life,7,1,1,1,0
2024,TX,58840,Aetna CVS Health,64,1,8,8,46
2024,TX,63251,Community First,4,2,1,1,0
2024,TX,66252,CHRISTUS Health Plan,100,10,1,10,10
2024,TX,71837,"Sendero Health Plans, Local Nonprofit",10,1,1,1,2
2024,TX,76589,Cigna Healthcare,13,1,1,1,0
2024,TX,87226,Ambetter from Superior HealthPlan,28,5,2,5,0
2024,UT,18167,Molina Healthcare,7,2,1,1,1
2024,UT,22013,Regence BlueCross BlueShield of Utah,14,2,2,2,2
2024,UT,34541,BridgeSpan Health Company,3,1,1,1,0
2024,UT,38927,Aetna CVS Health,9,1,2,2,9
2024,UT,42261,University of Utah Health Plans,15,2,2,2,10
2024,UT,68781,Select Health,25,2,3,3,0
2024,UT,81808,Cigna Healthcare,9,1,1,1,0
2024,UT,98113,"Imperial Health Plan of the Southwest, Inc.",5,2,1,1,5
2024,WI,14630,Chorus Community Health Plans,12,1,1,1,1
2024,WI,20173,HealthPartners,19,1,3,3,0
2024,WI,37833,Quartz,44,3,1,2,12
2024,WI,38166,Security Health Plan,32,4,4,4,0
2024,WI,38345,Dean Health Plan,86,3,3,6,0
2024,WI,52697,Molina Healthcare,7,2,1,1,1
2024,WI,57845,Medica,25,3,3,5,3
2024,WI,58326,MercyCare Health Plans,7,1,1,1,0
2024,WI,79475,Anthem Blue Cross and Blue Shield,77,2,6,7,32
2024,WI,80180,UnitedHealthcare,12,2,1,1,12
2024,WI,81413,Network Health,18,4,2,2,0
2024,WI,86584,Aspirus Health Plan,14,2,1,1,1
2024,WI,87416,Common Ground Healthcare Cooperative,31,3,1,2,1
2024,WI,94529,Group Health Cooperative-SCW,34,2,2,2,2
2024,WV,31274,Highmark Blue Cross Blue Shield West Virginia,15,8,1,1,2
2024,WV,50328,CareSource,18,2,1,1,8
2024,WY,11269,Blue Cross Blue Shield of Wyoming,17,2,1,1,0
2024,WY,38576,Mountain Health CO-OP,7,1,1,1,1
2025,AK,38344,Premera Blue Cross Blue Shield of Alaska,8,4,1,1,0
2025,AK,73836,"Moda Health Plan, Inc.",7,5,1,1,0
2025,AL,46944,Blue Cross and Blue Shield of Alabama,12,12,2,2,0
2025,AL,53932,Ambetter of Alabama,17,2,1,1,6
2025,AL,69461,UnitedHealthcare,13,2,1,1,4
2025,AR,13262,Health Advantage,6,1,1,1,1
2025,AR,37903,Ambetter from Arkansas Health & Wellness,5,1,1,1,1
2025,AR,48772,Octave,6,1,1,1,1
2025,AR,62141,Ambetter from Arkansas Health & Wellness,18,2,1,1,0
2025,AR,70525,Ambetter from Arkansas Health & Wellness,7,1,1,1,1
2025,AR,75293,Arkansas Blue Cross and Blue Shield,6,1,1,1,0
2025,AZ,13877,"Oscar Health Plan, Inc.",11,1,1,1,1
2025,AZ,23435,BannerAetna,15,1,1,1,7
2025,AZ,40702,UnitedHealthcare,14,2,1,1,11
2025,AZ,53901,Blue Cross Blue Shield of Arizona,120,2,5,13,1
2025,AZ,68445,"Antidote Health Plan of Arizona, Inc.",16,3,1,1,16
2025,AZ,85533,"Imperial Insurance Companies, Inc.",5,2,1,1,0
2025,AZ,91450,Ambetter from Arizona Complete Health,17,2,1,1,0
2025,AZ,97667,"Cigna HealthCare of Arizona, Inc",8,1,1,1,0
2025,DE,64004,Ambetter Health of Delaware,17,2,1,1,2
2025,DE,67190,Aetna CVS Health,2,1,1,1,0
2025,DE,72760,AmeriHealth Caritas Next,8,1,1,1,2
2025,DE,76168,Highmark Blue Cross Blue Shield Delaware,18,5,1,1,1
2025,FL,16842,Florida Blue (BlueCross BlueShield FL),33,4,2,2,5
2025,FL,18628,Aetna CVS Health,13,1,1,1,7
2025,FL,19898,AvMed,64,2,1,5,0
2025,FL,30252,Florida Blue HMO (a BlueCross BlueShield FL company),76,4,2,7,25
2025,FL,36194,"Health First Commercial Plans, Inc.",22,7,2,3,12
2025,FL,40572,Oscar Insurance Company of Florida,22,2,1,2,4
2025,FL,44228,Wellpoint,13,1,3,1,13
2025,FL,48121,Cigna Healthcare,10,1,1,1,0
2025,FL,49004,Ambetter Health,38,2,1,2,38
2025,FL,54172,Molina Healthcare,10,3,2,3,1
2025,FL,56503,Florida Health Care Plans,28,28,1,1,0
2025,FL,66966,Capital Health Plan,6,1,1,1,0
2025,FL,67926,AmeriHealth Caritas Next,8,1,2,2,2
2025,FL,68398,UnitedHealthcare,14,2,1,1,4
2025,FL,86382,Ambetter Health,7,1,1,1,0
2025,HI,18350,HMSA,7,1,3,1,0
2025,HI,60612,Kaiser Permanente,10,1,1,1,0
2025,IA,25896,"Wellmark Health Plan of Iowa, Inc.",10,1,2,2,1
2025,IA,45819,Oscar Insurance Company,20,1,1,2,0
2025,IA,48286,Ambetter Health,17,2,1,1,17
2025,IA,56610,UnitedHealthcare,12,2,1,1,12
2025,IA,93078,Medica,45,5,4,6,16
2025,IL,11574,"Oscar Health Plan, Inc.",13,2,2,3,1
2025,IL,20129,Health Alliance,14,2,2,2,4
2025,IL,27833,Ambetter of Illinois,17,2,1,1,0
2025,IL,32355,Molina Healthcare,7,2,1,1,0
2025,IL,36096,Blue Cross and Blue Shield of Illinois,220,3,4,23,40
2025,IL,42529,UnitedHealthcare,13,2,1,1,4
2025,IL,53882,Cigna Healthcare,6,1,1,1,0
2025,IL,54322,MercyCare Health Plans,5,1,1,1,0
2025,IL,72547,Aetna CVS Health,2,1,1,1,0
2025,IL,85773,Quartz,36,2,2,2,11
2025,IL,99129,Aetna CVS Health,14,1,1,1,7
2025,IN,17575,Anthem Blue Cross and Blue Shield,14,2,2,1,2
2025,IN,35065,Ambetter Health,17,2,1,1,17
2025,IN,54192,CareSource,22,2,1,1,7
2025,IN,72850,UnitedHealthcare,16,2,1,1,16
2025,IN,94419,Cigna Healthcare,8,1,1,1,0
2025,IN,96992,Aetna CVS Health,14,1,1,1,7
2025,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",9,2,1,1,1
2025,KS,34368,Ambetter from Sunflower Health Plan,17,2,1,1,0
2025,KS,39520,Medica,9,1,1,1,3
2025,KS,43490,Oscar Insurance Company,9,1,1,1,0
2025,KS,84600,Aetna CVS Health,14,1,1,1,7
2025,KS,94248,Blue Cross and Blue Shield of Kansas City,8,1,4,1,0
2025,KS,94968,UnitedHealthcare,15,2,1,1,5
2025,LA,19636,HMO Louisiana,35,5,6,9,21
2025,LA,69842,UnitedHealthcare,13,2,1,1,4
2025,LA,90787,Ambetter from Louisiana Healthcare Connections,17,2,1,1,2
2025,LA,97176,Blue Cross and Blue Shield of Louisiana,8,2,1,1,0
2025,LA,98780,CHRISTUS Health Plan,45,15,1,3,21
2025,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,9,3,1,2,0
2025,MI,29698,Priority Health,49,1,6,6,44
2025,MI,40047,Molina Healthcare,7,2,1,1,0
2025,MI,40356,HAP CareSource,17,2,1,1,17
2025,MI,58594,Ambetter from Meridian,17,2,1,1,0
2025,MI,60829,University of Michigan Health Plan,10,2,1,1,0
2025,MI,71667,UnitedHealthcare,13,2,1,1,2
2025,MI,74917,McLaren Health Plan Community,9,1,1,1,0
2025,MI,77739,Oscar Insurance Company,9,1,1,1,0
2025,MI,98185,Blue Care Network of Michigan,22,3,4,6,0
2025,MO,32753,Anthem Blue Cross and Blue Shield,10,1,2,1,0
2025,MO,34762,Blue Cross and Blue Shield of Kansas City,12,1,4,3,0
2025,MO,47840,Medica,10,1,1,1,4
2025,MO,48161,Aetna CVS Health,10,1,1,1,4
2025,MO,53461,Medica,30,3,3,3,6
2025,MO,69512,Oscar Insurance Company,9,1,1,1,0
2025,MO,95426,UnitedHealthcare,13,2,1,1,3
2025,MO,96384,Cox HealthPlans,7,1,1,1,0
2025,MO,99723,Ambetter from Home State Health,17,2,1,1,0
2025,MS,14624,Primewell Health Services of Mississippi,7,1,1,1,0
2025,MS,56766,Cigna Healthcare,10,1,1,1,0
2025,MS,79975,Molina Healthcare,9,2,1,1,0
2025,MS,90714,Ambetter from Magnolia Health,17,2,1,1,0
2025,MS,97560,UnitedHealthcare,15,2,1,1,5
2025,MT,23603,PacificSource Health Plans,8,1,1,1,0
2025,MT,30751,Blue Cross and Blue Shield of Montana,67,2,2,7,10
2025,MT,32225,Mountain Health CO-OP,15,3,3,2,0
2025,NC,11512,Blue Cross and Blue Shield of NC,99,6,6,14,3
2025,NC,13591,CareSource,19,2,1,1,5
2025,NC,17414,AmeriHealth Caritas Next,8,1,1,1,2
2025,NC,44007,WellCare of North Carolina,6,1,1,1,0
2025,NC,54332,UnitedHealthcare,13,2,1,1,2
2025,NC,61671,Aetna CVS Health,14,1,1,1,7
2025,NC,69803,"Oscar Health Plan of North Carolina, Inc",20,1,1,2,10
2025,NC,73943,Cigna Healthcare,7,1,1,1,0
2025,NC,77264,Ambetter of North Carolina,31,2,1,2,0
2025,ND,37160,Blue Cross Blue Shield of North Dakota,13,2,3,4,0
2025,ND,73751,Medica,27,3,3,4,6
2025,ND,89364,Sanford Health Plan,18,2,2,2,0
2025,NE,20305,Medica,36,4,3,5,12
2025,NE,26289,Ambetter from Nebraska Total Care,17,2,1,1,0
2025,NE,29678,Blue Cross and Blue Shield of Nebraska,48,14,3,6,19
2025,NE,57424,Oscar Insurance Company,10,1,1,1,0
2025,NE,73102,UnitedHealthcare,14,2,1,1,14
2025,NH,13219,WellSense Health Plan,7,1,1,1,7
2025,NH,59025,Harvard Pilgrim Health Care,9,1,2,1,9
2025,NH,75841,Ambetter from NH Healthy Families,18,2,1,1,2
2025,NH,96751,Anthem Blue Cross and Blue Shield,12,1,2,1,0
2025,OH,28162,AultCare Insurance Company,10,1,2,2,0
2025,OH,29276,Anthem Blue Cross and Blue Shield,12,1,2,1,0
2025,OH,29341,Oscar Health Insurance,11,1,1,1,1
2025,OH,31981,"Antidote Health Plan of Ohio, Inc.",16,3,1,1,16
2025,OH,33931,UnitedHealthcare,18,2,1,1,10
2025,OH,41047,Ambetter from Buckeye Health Plan,17,2,1,1,0
2025,OH,45845,Oscar Insurance Corporation of Ohio,12,1,1,1,1
2025,OH,52664,SummaCare,17,2,1,1,9
2025,OH,64353,Molina Healthcare,10,2,1,2,3
2025,OH,74313,Paramount,20,1,1,2,6
2025,OH,77552,CareSource,19,2,1,1,5
2025,OH,84867,Aetna CVS Health,13,1,1,1,6
2025,OH,99969,MedMutual,13,1,2,2,3
2025,OK,21333,Medica,30,3,2,3,15
2025,OK,45480,UnitedHealthcare,13,2,1,1,3
2025,OK,58944,Mending Health,6,1,2,1,0
2025,OK,62505,Ambetter of Oklahoma,15,2,1,1,0
2025,OK,87571,Blue Cross and Blue Shield of Oklahoma,88,2,3,13,9
2025,OK,91908,Oscar Insurance Company,10,1,1,1,0
2025,OK,98905,CommunityCare,10,1,1,1,1
2025,OR,10091,PacificSource Health Plans,9,2,1,1,0
2025,OR,39424,"Moda Health Plan, Inc.",13,5,1,1,2
2025,OR,56707,Providence Health Plan,11,9,3,3,0
2025,OR,63474,BridgeSpan Health Company,3,1,1,1,0
2025,OR,71287,Kaiser Permanente,9,1,1,1,0
2025,OR,77969,Regence BlueCross BlueShield of Oregon,12,2,2,2,0
2025,SC,26065,BlueCross BlueShield of South Carolina,73,11,6,8,32
2025,SC,33764,UnitedHealthcare,12,2,1,1,2
2025,SC,33863,InStil Health,5,1,1,1,5
2025,SC,42326,Molina Healthcare,7,2,1,1,0
2025,SC,73107,First Choice Next,8,1,1,1,2
2025,SC,79222,Ambetter from Absolute Total Care,17,2,1,1,0
2025,SD,31195,Sanford Health Plan,18,2,2,2,0
2025,SD,50305,"Wellmark of South Dakota, Inc.",14,1,2,2,0
2025,SD,60536,Avera Health Plans,29,2,2,3,0
2025,TN,14002,BlueCross BlueShield of Tennessee,94,1,2,8,35
2025,TN,23552,Oscar Insurance Company,12,1,1,1,0
2025,TN,29854,"Alliant Health Plans, Inc.",9,1,1,1,9
2025,TN,69443,UnitedHealthcare,12,2,1,1,2
2025,TN,70111,Ambetter of Tennessee,19,2,1,1,2
2025,TN,99248,Cigna Healthcare,9,1,1,1,0
2025,TX,11718,Community Health Choice,6,1,1,1,6
2025,TX,17933,"Moda Health Plan, Inc.",10,1,1,1,0
2025,TX,20069,Oscar Insurance Company,65,2,2,8,56
2025,TX,27248,Community Health Choice,9,1,3,2,0
2025,TX,29418,Ambetter from Superior HealthPlan,11,2,1,1,0
2025,TX,33602,Blue Cross and Blue Shield of Texas,540,2,2,38,0
2025,TX,34826,"Imperial Insurance Companies, Inc.",7,3,1,1,0
2025,TX,40220,UnitedHealthcare,16,2,2,3,2
2025,TX,40788,Baylor Scott and White Health Plan,9,1,1,1,0
2025,TX,45786,Molina Healthcare,8,2,1,1,1
2025,TX,47501,WellPoint,21,2,3,1,21
2025,TX,58840,Aetna CVS Health,12,2,2,3,7
2025,TX,63251,Community First,4,2,1,1,0
2025,TX,66252,CHRISTUS Health Plan,160,16,1,10,60
2025,TX,71837,"Sendero Health Plans, Local Nonprofit",7,1,1,1,0
2025,TX,76589,Cigna Healthcare,22,1,1,2,12
2025,TX,87226,Ambetter from Superior HealthPlan,28,8,1,4,12
2025,UT,18167,Molina Healthcare,7,2,1,1,1
2025,UT,22013,Regence BlueCross BlueShield of Utah,11,2,2,2,0
2025,UT,34541,BridgeSpan Health Company,3,1,1,1,0
2025,UT,38927,Aetna CVS Health,9,1,2,2,1
2025,UT,42261,University of Utah Health Plans,12,1,2,2,0
2025,UT,68781,Select Health,21,3,3,3,1
2025,UT,98113,"Imperial Health Plan of the Southwest, Inc.",5,2,1,1,0
2025,WI,14630,Chorus Community Health Plans,10,1,1,1,1
2025,WI,20173,HealthPartners,18,1,3,3,0
2025,WI,37833,Quartz,72,3,2,4,44
2025,WI,38166,Security Health Plan,32,4,4,4,0
2025,WI,38345,Dean Health Plan,30,3,3,3,14
2025,WI,52697,Molina Healthcare,7,2,1,1,1
2025,WI,57845,Medica,27,3,3,4,6
2025,WI,58326,MercyCare Health Plans,7,1,1,1,0
2025,WI,79475,Anthem Blue Cross and Blue Shield,72,2,6,8,0
2025,WI,80180,UnitedHealthcare,13,2,1,1,3
2025,WI,81413,Network Health,26,4,1,2,0
2025,WI,86584,Aspirus Health Plan,12,2,1,1,0
2025,WI,87416,Common Ground Healthcare Cooperative,19,2,1,1,3
2025,WI,94529,Group Health Cooperative-SCW,21,1,2,2,7
2025,WV,31274,Highmark Blue Cross Blue Shield West Virginia,15,5,1,1,2
2025,WV,50328,CareSource,20,2,1,1,6
2025,WY,11269,Blue Cross Blue Shield of Wyoming,11,2,1,1,1
2025,WY,38576,Mountain Health CO-OP,7,1,1,1,0
2025,WY,49714,UnitedHealthcare,12,2,1,1,12
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,8,4,1,1,0
2026,AK,73836,"Moda Health Plan, Inc.",7,5,1,1,0
