puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,plan_id,plan_number_claims_received,plan_number_claims_denied,plan_number_claims_denied_referral_required,plan_number_claims_denied_out_of_network,plan_number_claims_denied_services_excluded,plan_number_claims_denied_not_medically_necessary_excl_behavioral_health,plan_number_claims_denied_not_medically_necessary_incl_behavioral_health,plan_number_claims_denied_other,enrollment_data,disenrollment_data,plan_type,metal_level,plan_number_claims_denied_not_medically_necessary_behavioral_health_only,average_monthly_enrollment,average_monthly_disenrollment,plan_number_claims_received_out_of_network,plan_number_claims_received_in_network,plan_number_claims_denied_in_network,plan_number_claims_resubmitted_out_of_network,plan_number_claims_resubmitted_in_network,plan_number_claims_denied_due_to_out_of_network,plan_number_claims_denied_not_medically_necessary_excluding_behavioral_health,plan_number_claims_denied_due_to_enrolle_benefit_limit_reached,plan_number_claims_denied_due_to_member_not_covered,plan_number_claims_denied_due_to_investigational_experimental_cosmetic_proceduce,plan_number_claims_denied_due_to_administrative_reason
2020,2018,True,AK,77963,Moda Assurance Company,77963AK0010004,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,77963,Moda Assurance Company,77963AK0010003,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,77963,Moda Assurance Company,77963AK0010002,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,77963,Moda Assurance Company,77963AK0010001,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,38344AK1060001,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,38344AK1060002,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,38344AK1060004,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,38344AK1070002,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,38344AK1070001,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020001,615,138,61,,17,,,60.0,,,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020003,8837,1453,171,983,427,,24,899.0,582,60,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020004,209,93,,50,,,,91.0,,12,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020006,1084,179,16,189,87,,,85.0,93,,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020009,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020010,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0370001,198587,38758,1672,2056,7765,651,33,16248.0,4543,745,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0410001,1499798,302322,9386,11556,56197,4379,133,121640.0,36595,5214,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0560001,141697,33570,731,4702,5673,454,21,13804.0,9393,2193,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0460001,148354,33288,938,4375,6075,381,,12957.0,7917,1129,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0470001,24813,7359,133,823,947,68,11,2723.0,1582,1349,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0650001,223683,46131,3542,4833,9204,608,32,19040.0,6149,606,,,,,,,,,,,,,,,,
2020,2018,True,AL,46944,Blue Cross and Blue Shield of Alabama,46944AL0660001,3547776,734457,51369,74919,146436,9726,383,304749.0,106792,13555,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020011,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AL,73301,"Bright Health Insurance Company of Alabama, Inc.",73301AL0020012,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0100007,8116,1438,297,,,,,1140.0,209,67,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080008,353643,60695,9988,100,,109,,50497.0,10090,2036,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080007,2233280,400585,60667,179,,1629,254,337856.66,526,105,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080101,312482,56985,10276,58,,92,,46551.0,10366,1390,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0100008,74566,12869,2247,21,,43,,10557.0,2202,612,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080005,66162,7910,1228,,,,,6668.0,3620,1024,,,,,,,,,,,,,,,,
2020,2018,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",37903AR0070025,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,70525,"QCA Health Plan, Inc.",70525AR0070261,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200003,362993,72017,16294,5581,217,,,55709.0,6581,2038,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200004,185084,38646,8407,4284,41,,,30284.0,3087,802,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200006,103731,22056,4853,1508,64,,,17207.0,1696,451,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200007,235185,46417,10929,3787,212,,,35405.0,7556,995,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200008,139238,30018,7048,2566,175,,,22850.0,5174,956,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200014,818322,153524,39514,11651,598,39,,113888.0,16645,1393,,,,,,,,,,,,,,,,
2020,2018,True,AR,75293,USAble Mutual Insurance Company,75293AR1200020,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",37903AR0070026,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",37903AR0070027,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080009,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080012,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0080014,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0100009,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0100013,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0100014,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,62141,Celtic Insurance Company,62141AR0100016,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,70525,"QCA Health Plan, Inc.",70525AR0070260,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,70525,"QCA Health Plan, Inc.",70525AR0070262,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AR,70525,"QCA Health Plan, Inc.",70525AR0070263,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070004,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070009,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070003,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070005,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070008,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070001,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070011,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070007,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070006,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,13877,"Oscar Health Plan, Inc.",13877AZ0070013,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010023,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010020,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010021,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010032,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010022,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010008,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010011,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010028,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010002,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010012,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010026,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010031,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010027,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010003,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010006,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010010,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010007,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010001,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010009,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,87247,Bright Health Company of Arizona,87247AZ0010029,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",97667AZ0110019,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",97667AZ0110018,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",97667AZ0110016,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",97667AZ0110013,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",97667AZ0110014,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420001,11234,1271,101,178,,15,,1146.0,182,34,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420008,178098,19046,2756,2773,125,198,,15967.0,4332,936,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420015,43086,4425,706,722,,21,,3684.0,1980,337,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420022,49550,5322,885,1187,28,50,,4359.0,2025,356,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420029,1589,177,,66,,,,164.0,119,41,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420002,2832,285,63,24,,,,221.0,39,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420009,29204,3285,458,258,11,46,,2770.0,635,75,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420016,8284,697,58,124,,23,,614.0,298,43,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420023,8514,813,127,173,,34,,642.0,330,54,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420030,99,,,,,,,,15,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420003,34,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420010,5961,643,42,39,,,,590.0,157,22,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420017,1130,180,,,,,,164.0,66,13,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420024,1603,95,15,15,,,,78.0,70,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420031,14,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420006,8284,648,100,144,13,,,526.0,106,29,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420013,162643,16018,2472,2032,151,449,,12944.0,3804,551,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420020,70960,6903,1202,1525,84,182,,5435.0,3147,325,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420027,64491,5837,995,1007,41,131,,4670.0,2927,339,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420034,1543,199,43,,,,,150.0,98,31,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420007,2826,336,93,62,,,,238.0,40,27,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420014,56137,6150,741,215,38,90,,5275.0,1621,326,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420021,16662,1480,226,91,14,14,,1226.0,1296,130,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420028,10806,861,137,57,,,,721.0,938,109,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420035,364,34,,,,,,28.0,48,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080030,454362,84884,5279,1964,,68,,77571.0,12915,2006,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080034,1309561,261571,20816,8171,,416,,232168.0,35577,5140,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080035,1183653,279390,22277,8136,,398,,248578.0,41396,5129,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080036,270135,48200,3799,1710,,74,,42617.0,13131,2818,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080037,155466,38256,3449,1396,,57,,33354.0,9123,779,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080040,47915,10948,797,335,,13,,9803.0,3819,662,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080043,185540,40928,2179,842,,27,,37879.0,7352,536,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420037,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420038,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420039,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420040,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420041,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420042,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420043,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420044,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420045,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420046,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420047,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420048,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420049,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420050,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420051,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420052,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420053,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420054,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420055,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420056,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420057,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420058,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420059,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420060,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420061,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420062,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420063,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420064,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420065,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420066,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420067,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420068,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420069,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420070,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420071,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420072,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420073,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420074,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420075,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420076,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420077,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420078,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420079,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420080,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420081,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420082,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420083,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",53901AZ1420084,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080044,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080045,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080052,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080053,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080054,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080055,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080056,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080057,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080058,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080059,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0080060,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180030,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180034,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180035,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180036,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180043,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180044,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180045,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2018,True,AZ,91450,"Health Net of Arizona, Inc.",91450AZ0180053,,,,,,,,,,,,,,,,,,,,,,,,,,
